law_code,canonical_description,category,total_rows
"Art. 244, § 1º, alínea c",Conduzir ciclo transportando crianças sem condições de cuidar de sua própria segurança.,Ciclistas,18
"Art. 244, §2º",Conduzir ciclomotor em vias de trânsito rápido.,,1
Art. 245,"Utilizar a via para depósito de mercadorias, materiais ou equipamentos.",Estacionamento/uso da via,1
Art. 245 do CTB,"Utilizar a via para depósito de mercadorias, materiais ou equipamentos.",Estacionamento/uso da via,4
Art. 246,"Deixar de sinalizar qualquer obstculo  livre circulao,  segurana de veculo e pedestres, na ca",Segurança viária,1
Art. 246,Obstaculizar a via indevidamente - agravamento 5x.,Segurança viária,1
Art. 246,"Obstaculizar a via indevidamente, sem agravamento.",Segurança viária,8
Art. 246  do CTB,"Deixar de sinalizar qualquer obstáculo a circulação, à segurança de veículo e pedestres, na calçada ou pista - agravamento 3x.",Segurança viária,2
Art. 246  do CTB,"Obstaculizar a via indevidamente, sem agravamento.",Segurança viária,5
Art. 246 do CTB,"Deixar de sinalizar qualquer obstáculo a livre circulação, à segurança de veículo e pedestres, tanto no leito da via terrestre como na calçada  - agravamento 5x.",Segurança viária,2
Art. 246 do CTB,Obstaculizar a via indevidamente - agravamento 5x.,Segurança viária,1
Art. 248,"Transportar em veículo destinado ao transporte de passageiros, carga excedente em desacordo com o estabelecido no Art. 109 do CTB.",Segurança viária,125
Art. 249,"Deixar de manter acesas,  noite, as luzes de posio, quando o veculo estiver parado para fins de",Segurança viária,4
Art. 249,"Deixar de manter acesas, à noite, as luzes de posição, quando o veículo estiver parado para fins de embarque ou desembarque de passageiros, carga ou descarga de mercadorias.",Segurança viária,6
"Art. 250, I, b",Quando o veculo estiver em movimento deixar de manter acesa a luz baixa de dia nas rodovias.,Segurança viária,1
"Art. 250, I, b","Quando o veculo estiver em movimento deixar de manter acesa a luz baixa de dia, nos tneis providos de iluminao pblica e nas rodovias.",Segurança viária,2
"Art. 250, I, b","Quando o veículo estiver em movimento, deixar de manter acesa a luz baixa, de dia, em túneis.",Segurança viária,36
"Art. 250, I, b","Quando o veículo estiver em movimento, deixar de manter acesa a luz baixa, de dia, sob chuva, neblina ou cerração.",Segurança viária,24
"Art. 250, I, c","Quando o veículo estiver em movimento, deixar de manter acesa a luz baixa, de dia, no caso de veículos de transporte coletivo de passageiros em circulação em faixas ou pistas a eles destinadas.",,1
"Art. 250, I, d","Quando o veículo estiver em movimento, deixar de manter acesa a luz baixa, de dia, no caso de motocicletas, motonetas e ciclomotores.",,173
"Art. 250, I, e","Quando o veículo estiver em movimento, deixar de manter acesa a luz baixa, de dia, em rodovias de pista simples situadas fora dos perímetros urbanos, no caso de veículos desprovidos de luzes de rodagem diurna.",Segurança viária,1
"Art. 250, Inc. I, alnea a",Quando o veículo estiver em movimento deixar de manter acesa a luz baixa durante a noite.,Segurança viária,5331
"Art. 250, Inc. I, alnea c","Quando o veculo estiver em movimento deixar de manter acesa a luz baixa, de dia e de noite, tratando-se de veculo de transporte coletivo de passageiros, circulando em faixas ou pistas a eles destinadas.",Segurança viária,2
"Art. 250, Inc. I, alnea c","Quando o veículo estiver em movimento, deixar de manter acesa a luz baixa, de dia, no caso de motocicletas, motonetas e ciclomotores.",Segurança viária,4
"Art. 250, Inc. I, alnea d","Quando o veculo estiver em movimento deixar de manter acesa a luz baixa, de dia e de noite, tratando-se de ciclomotores.",Segurança viária,1
"Art. 250, Inc. I, alnea d","Quando o veículo estiver em movimento, deixar de manter acesa a luz baixa, de dia, no caso de motocicletas, motonetas e ciclomotores.",Segurança viária,4
"Art. 250, Inc. I, alínea a",Quando o veículo estiver em movimento deixar de manter acesa a luz baixa durante a noite.,Segurança viária,2943
"Art. 250, Inc. I, alínea b","Quando o veículo estiver em movimento deixar de manter acesa a luz baixa de dia, nos túneis providos de iluminação pública.",Segurança viária,3
"Art. 250, Inc. I, alínea c","Quando o veículo estiver em movimento deixar de manter acesa a luz baixa, de dia e de noite, tratando-se de veículo de transporte coletivo de passageiros, circulando em faixas ou pistas a eles destinadas.",Segurança viária,9
"Art. 250, Inc. I, alínea d","Quando o veículo estiver em movimento deixar de manter acesa a luz baixa, de dia e de noite, tratando-se de ciclomotores.",Segurança viária,14
"Art. 250, Inc. II","Quando o veículo estiver em movimento, deixar de manter acesas pelo menos as luzes de posição sob chuva forte, neblina ou cerração.",Segurança viária,16
"Art. 250, Inc. III","Quando o veículo estiver em movimento deixar de manter a placa traseira iluminada, à noite.",Administrativas/documentais,1803
"Art. 251, Inc. I","Utilizar as luzes do veículo, o pisca-alerta, exceto em imobilizações ou situações de emergência.",Segurança viária,364
"Art. 251, Inc. II","Utilizar as luzes do veículo, baixa e alta, de forma intermitente, exceto quando permitido pelo CTB.",Segurança viária,13
"Art. 252, Inc. I",Dirigir o veículo com o braço do lado de fora.,Segurança viária,5189
"Art. 252, Inc. II",Dirigir o veculo transportando animais  sua esquerda ou entre os braos e pernas.,Segurança viária,638
"Art. 252, Inc. II","Dirigir o veculo transportando pessoas,  sua esquerda ou entre os braos e pernas.",Segurança viária,10
"Art. 252, Inc. II",Dirigir o veculo transportando volume  sua esquerda ou entre os braos e pernas.,Segurança viária,163
"Art. 252, Inc. II","Dirigir o veículo transportando pessoas, animais ou volume à sua esquerda ou entre os braços e pernas.",Segurança viária,941
"Art. 252, Inc. III",Dirigir o veículo com incapacidade física ou mental temporária que comprometa a segurança do trânsito.,Segurança viária,28
"Art. 252, Inc. IV",Dirigir o veículo usando calçado que não se firme nos pés ou que comprometa a utilização dos pedais.,Segurança viária,123544
"Art. 252, Inc. V","Dirigir o veículo com apenas uma das mãos, exceto quando permitido pelo CTB.",Segurança viária,15834
"Art. 252, Inc. VI",Dirigir o veculo utilizando-se de fones nos ouvidos conectados  aparelhagem sonora.,Segurança viária,1810
"Art. 252, Inc. VI",Dirigir o veículo utilizando-se de fones nos ouvidos conectados a aparelhagem sonora ou de telefone celular.,Segurança viária,31025
"Art. 252, Inc. VI",Dirigir o veículo utilizando-se de telefone celular.,Segurança viária,264862
"Art. 252, nico",Dirigir o veículo manuseando o telefone celular.,,223435
"Art. 252, §único",Dirigir o veículo manuseando o telefone celular.,Segurança viária,171737
Art. 253,Bloquear a via com veículo.,Fluidez do trânsito,651
Art. 253-A,"Usar veículo para, deliberadamente, interromper a circulação na via sem autorização do órgão ou entidade de trânsito com circunscrição sobre ela.",Fluidez do trânsito,13
"Art. 253-A, 1",Organizar a conduta prevista no caput do Art. 253-A.,,1
"Art. 253-A, §1º",Organizar a conduta prevista no caput do Art. 253-A.,,1
"Art. 254, Inc. I","É proibido ao pedestre permanecer ou andar nas pistas de rolamento, exceto para cruzá-las onde for permitido.",Pedestres,5
"Art. 254, Inc. II","É proibido ao pedestre cruzar pistas de rolamento nos viadutos, exceto onde permitido.",Pedestres,4
"Art. 254, Inc. II","É proibido ao pedestre cruzar pistas de rolamento nos viadutos, pontes ou túneis, salvo onde exista permissão.",Pedestres,1
"Art. 254, Inc. III","É proibido ao pedestre atravessar a via dentro das áreas de cruzamento, exceto onde permitido pela sinalização.",Pedestres,2
"Art. 254, Inc. V",É proibido ao pedestre andar fora da faixa própria.,Pedestres,1
"Art. 254, Inc. VI",proibido ao pedestre desobedecer  sinalizao de trnsito especfica.,Pedestres,1
"Art. 254, Inc. VI",É proibido ao pedestre desobedecer à sinalização de trânsito específica.,Pedestres,17
"Art. 277, §3º c/c Art. 165, ambos do CTB",Condutor que se recusar a submeter a qualquer dos procedimentos previstos no artigo 277 do CTB,,25
"Art. 278, § único c/c 210",Fugir à ação policial.,Segurança viária,71
"Art. 45, Inc. I, alínea c (Dec. nº 96.044 de 18/05/1988)",Transportar produto perigoso a granel desprovido de Certificado de Capacitação válido.,,1
"Art.163, c/c Art. 162, Inc.II",Entregar a direção do veiculo à pessoa com C.N.H. ou Permissão para Dirigir cassada ou com suspensão do direito de dirigir.,Administrativas/documentais,2
"Art.163, c/c Art. 162, Inc.III",Entregar a direção do veículo a pessoa com C.N.H. ou Permissão para Dirigir de categoria diferente da do veículo que esteja conduzindo.,Administrativas/documentais,1
"Art.164, c/c Art. 162, Inc.II",Permitir que tome posse do veiculo automotor e passe a conduzi-lo na via a pessoa com C.N.H. ou Permisso cassada ou com suspenso do direito de dirigir.,Administrativas/documentais,1
"Art.164, c/c Art. 162, Inc.III",Permitir que tome posse do veiculo automotor e passe a conduzi-lo na via com C.N.H. ou Permissão para Dirigir de categoria diferente da do veículo que esteja conduzindo.,Administrativas/documentais,1
Art.168,Transportar crianças em veículo automotor sem observância das normas de segurança especiais estabelecidas no Código de Trânsito Brasileiro.,Segurança viária,5264
"Art.244, Inc. VII, c/c 1",Conduzir ciclo sem segurar o guidom com ambas as mãos.,Segurança viária,5
"Art.244, Inc. VII, c/c §1º",Conduzir ciclo sem segurar o guidom com ambas as mãos.,Segurança viária,18
