post_code	street_code	street_name	score	raw_address
A018791	90999	Rua Almirante Barroso	1.000	Rua Almirante Barroso
A018793	90999	Rua Almirante Barroso	1.000	Rua Almirante Barroso
A018794	90999	Rua Almirante Barroso	1.000	Rua Almirante Barroso
A018795	90999	Rua Almirante Barroso	1.000	Rua Almirante Barroso
A018796	25160	Rua Francisco Berenguer	1.000	Rua Francisco Berenguer
A018797	25160	Rua Francisco Berenguer	1.000	Rua Francisco Berenguer
A018797D	34126	Rua Cônego João Pedroza	1.000	Rua Cônego João Pedroza
A018798	20737	Rua Edmundo Lopes	1.000	Rua Edmundo Lopes
A018799	20737	Rua Edmundo Lopes	1.000	Rua Edmundo Lopes
A018801	25160	Rua Francisco Berenguer	1.000	Rua Francisco Berenguer
A018803	25160	Rua Francisco Berenguer	1.000	Rua Francisco Berenguer
A018805	34126	Rua Cônego João Pedroza	1.000	Rua Cônego João Pedroza
A018806	34126	Rua Cônego João Pedroza	1.000	Rua Cônego João Pedroza
A018807	34126	Rua Cônego João Pedroza	1.000	Rua Cônego João Pedroza
A018812	43575	Rua Mateus Tartaruga	1.000	R. Mateus Tartaruga
A018813	43575	Rua Mateus Tartaruga	1.000	R. Mateus Tartaruga
A018815	9610	Rua Marquês de Baipendi	1.000	R. Marques De Baipendi
A018816	9610	Rua Marquês de Baipendi	1.000	R. Marques De Baipendi
A018817	22829	Rua Padre Estélio Dalison	1.000	Rua Padre Estélio Dalison
A018818	22829	Rua Padre Estélio Dalison	1.000	Rua Padre Estélio Dalison
A018819	22829	Rua Padre Estélio Dalison	1.000	Rua Padre Estélio Dalison
A018820	22829	Rua Padre Estélio Dalison	1.000	Rua Padre Estélio Dalison
A018821	9610	Rua Marquês de Baipendi	1.000	R. Marques De Baipendi
A018824	59358	Rua Madre Rosa Gattorno	1.000	Rua Madre Rosa Gattorno
A018826	59358	Rua Madre Rosa Gattorno	1.000	Rua Madre Rosa Gattorno
A018827	59358	Rua Madre Rosa Gattorno	1.000	Rua Madre Rosa Gattorno
A018828	46884	Rua Nova Trento	1.000	Rua Nova Trento
A018829	46884	Rua Nova Trento	1.000	Rua Nova Trento
A018830	46884	Rua Nova Trento	1.000	Rua Nova Trento
A018830D	46884	Rua Nova Trento	1.000	Rua Nova Trento
A018834	33081	Rua Professor Jerônimo Gueiros	1.000	Rua Professor Jerônimo Gueiros
A018834D	33081	Rua Professor Jerônimo Gueiros	1.000	Rua Professor Jerônimo Gueiros
A018835	18031	Rua Costa Pinto	1.000	Rua Costa Pinto
A018836	18031	Rua Costa Pinto	1.000	Rua Costa Pinto
A018837	33081	Rua Professor Jerônimo Gueiros	1.000	Rua Professor Jerônimo Gueiros
A018839	33081	Rua Professor Jerônimo Gueiros	1.000	Rua Professor Jerônimo Gueiros
A018840	33081	Rua Professor Jerônimo Gueiros	1.000	Rua Professor Jerônimo Gueiros
A018841	59358	Rua Madre Rosa Gattorno	1.000	Rua Madre Rosa Gattorno
A018841D	59358	Rua Madre Rosa Gattorno	1.000	Rua Madre Rosa Gattorno
A018852	33081	Rua Professor Jerônimo Gueiros	1.000	Rua Professor Jerônimo Gueiros
A018853	33081	Rua Professor Jerônimo Gueiros	1.000	Rua Professor Jerônimo Gueiros
A018854	43974	Rua Mem de Sá	1.000	Rua Mem de Sá
A018855	33081	Rua Professor Jerônimo Gueiros	1.000	Rua Professor Jerônimo Gueiros
A018856	33081	Rua Professor Jerônimo Gueiros	1.000	Rua Professor Jerônimo Gueiros
A018857	33081	Rua Professor Jerônimo Gueiros	1.000	Rua Professor Jerônimo Gueiros
A018858	33081	Rua Professor Jerônimo Gueiros	1.000	Rua Professor Jerônimo Gueiros
A018859	94480	Rua Desportista Waldir Santana	1.000	Rua Desportista Waldir Santana
A018860	94480	Rua Desportista Waldir Santana	1.000	Rua Desportista Waldir Santana
A018860D	94480	Rua Desportista Waldir Santana	1.000	Rua Desportista Waldir Santana
A018863	24945	Rua Fonseca Oliveira	1.000	Rua Fonseca Oliveira
A018864	34150	Rua João Pereira de Melo	1.000	Rua João Pereira de Melo
A018866	34150	Rua João Pereira de Melo	1.000	Rua João Pereira de Melo
A018867	34150	Rua João Pereira de Melo	1.000	Rua João Pereira de Melo
A018868	34150	Rua João Pereira de Melo	1.000	Rua João Pereira de Melo
A018869	33570	Rua João de Carvalho	1.000	Rua João de Carvalho
A018870	33570	Rua João de Carvalho	1.000	Rua João de Carvalho
A018871	33570	Rua João de Carvalho	1.000	Rua João de Carvalho
A018872	33570	Rua João de Carvalho	1.000	Rua João de Carvalho
A018873	33570	Rua João de Carvalho	1.000	Rua João de Carvalho
A018874	33570	Rua João de Carvalho	1.000	Rua João de Carvalho
A018876	42706	Rua Dona Maria Luiza Guerra	1.000	Rua Dona Maria Luiza Guerra
A018877	24945	Rua Fonseca Oliveira	1.000	Rua Fonseca Oliveira
A018878	24945	Rua Fonseca Oliveira	1.000	Rua Fonseca Oliveira
A018880	24945	Rua Fonseca Oliveira	1.000	Rua Fonseca Oliveira
A018881	24945	Rua Fonseca Oliveira	1.000	Rua Fonseca Oliveira
A018884	52752	Rua Prudente de Moraes	1.000	Rua Prudente de Moraes
A018885	52752	Rua Prudente de Moraes	1.000	Rua Prudente de Moraes
A018886	52752	Rua Prudente de Moraes	1.000	Rua Prudente de Moraes
A018887	43419	Rua Martins Ribeiro	1.000	Rua Martins Ribeiro
A018891	70904	Travessa João Bento Batista	1.000	Travessa João Bento Batista
A018892	70904	Travessa João Bento Batista	1.000	Travessa João Bento Batista
A018893	70904	Travessa João Bento Batista	1.000	Travessa João Bento Batista
A018895	70904	Travessa João Bento Batista	1.000	Travessa João Bento Batista
A018897	70904	Travessa João Bento Batista	1.000	Travessa João Bento Batista
A018898	70904	Travessa João Bento Batista	1.000	Travessa João Bento Batista
A018899	70904	Travessa João Bento Batista	1.000	Travessa João Bento Batista
A0189756	46450	Rua Nogueira Lima	1.000	Rua Nogueira Lima
A019401	29076	Avenida Hildebrando de Vasconcelos	1.000	Av Hildebrando Vasconcelos
A019402	29076	Avenida Hildebrando de Vasconcelos	1.000	Av Hildebrando Vasconcelos
A019405	29076	Avenida Hildebrando de Vasconcelos	1.000	Av Hildebrando Vasconcelos
A019405D	29076	Avenida Hildebrando de Vasconcelos	1.000	Av Hildebrando Vasconcelos
A019406	29076	Avenida Hildebrando de Vasconcelos	1.000	Av Hildebrando Vasconcelos
A019408	29076	Avenida Hildebrando de Vasconcelos	1.000	Av Hildebrando Vasconcelos
A019409	29076	Avenida Hildebrando de Vasconcelos	1.000	Av Hildebrando Vasconcelos
A019410	29076	Avenida Hildebrando de Vasconcelos	1.000	Av Hildebrando Vasconcelos
A019411	29076	Avenida Hildebrando de Vasconcelos	1.000	Av Hildebrando Vasconcelos
A019411D	29076	Avenida Hildebrando de Vasconcelos	1.000	Av Hildebrando Vasconcelos
A019460D	126861	RUA COMPOSITOR MÁRIO GRIZ	1.000	Rua Compositor Mário Griz
A019558	29076	Avenida Hildebrando de Vasconcelos	0.667	Av Hildebrando Vasconcelo
A019561	29076	Avenida Hildebrando de Vasconcelos	0.667	Av Hildebrando Vasconcelo
A019562	29076	Avenida Hildebrando de Vasconcelos	1.000	Av Hildebrando Vasconcelos
A019563	29076	Avenida Hildebrando de Vasconcelos	1.000	Av Hildebrando Vasconcelos
A019564	29076	Avenida Hildebrando de Vasconcelos	1.000	Av Hildebrando Vasconcelos
A019565	29076	Avenida Hildebrando de Vasconcelos	1.000	Av Hildebrando Vasconcelos
A019565D	29076	Avenida Hildebrando de Vasconcelos	1.000	Av Hildebrando Vasconcelos
A019569	29076	Avenida Hildebrando de Vasconcelos	1.000	Av Hildebrando Vasconcelos
A019578	29076	Avenida Hildebrando de Vasconcelos	1.000	Av Hildebrando Vasconcelos
A019598	29076	Avenida Hildebrando de Vasconcelos	1.000	Av Hildebrando Vasconcelos
A019599	29076	Avenida Hildebrando de Vasconcelos	1.000	Av Hildebrando Vasconcelos
A019688	82040	Travessa Córrego São José	1.000	Corrego Sao Jose
A019689	82040	Travessa Córrego São José	1.000	Corrego Sao Jose
A019692	82040	Travessa Córrego São José	1.000	Corrego Sao Jose
A019694	82040	Travessa Córrego São José	1.000	Corrego Sao Jose
A019695	82040	Travessa Córrego São José	1.000	Corrego Sao Jose
A019697	82040	Travessa Córrego São José	1.000	Corrego Sao Jose
A019699	82040	Travessa Córrego São José	1.000	Corrego Sao Jose
A019700	82040	Travessa Córrego São José	1.000	Corrego Sao Jose
A019701	82040	Travessa Córrego São José	1.000	Corrego Sao Jose
A019702	82040	Travessa Córrego São José	1.000	Corrego Sao Jose
A019729	29076	Avenida Hildebrando de Vasconcelos	0.667	Av Hildebrando Vasconcelo
A019730	29076	Avenida Hildebrando de Vasconcelos	0.667	Av Hildebrando Vasconcelo
A019732	29076	Avenida Hildebrando de Vasconcelos	0.667	Av Hildebrando Vasconcelo
A019736	29076	Avenida Hildebrando de Vasconcelos	0.667	Av Hildebrando Vasconcelo
A019736D	29076	Avenida Hildebrando de Vasconcelos	0.667	Av Hildebrando Vasconcelo
A019737	29076	Avenida Hildebrando de Vasconcelos	0.667	Av Hildebrando Vasconcelo
A019738	29076	Avenida Hildebrando de Vasconcelos	0.667	Av Hildebrando Vasconcelo
A019739	29076	Avenida Hildebrando de Vasconcelos	0.667	Av Hildebrando Vasconcelo
A0198731	29076	Avenida Hildebrando de Vasconcelos	0.667	Av Hildebrando Vasconcelo
A020004	62405	Rua Uriel de Holanda	1.000	Rua Uriel de Holanda
A020103	10529	Avenida Beberibe	1.000	Avenida Beberibe
A020104	62405	Rua Uriel de Holanda	1.000	Rua Uriel de Holanda
A020105	62405	Rua Uriel de Holanda	1.000	Rua Uriel de Holanda
A020110	42250	Rua Marcílio Dias	1.000	R. Marcilio Dias
A020111	43117	Rua Coronel Mário Libório	1.000	R. Cel. Mario Liborio
A020112	43117	Rua Coronel Mário Libório	1.000	R. Cel. Mario Liborio
A020113	43117	Rua Coronel Mário Libório	1.000	R. Cel. Mario Liborio
A020114	43117	Rua Coronel Mário Libório	1.000	R. Cel. Mario Liborio
A020114D	57460	Rua Rifaina	1.000	R. Rifaina
A020124	10529	Avenida Beberibe	1.000	Avenida Beberibe
A020242	18198	Rua dos Craveiros	1.000	Rua Dos Craveiros
A020242D	12343	Rua Capitão Braz	1.000	Rua Capitão Braz
A020243	18198	Rua dos Craveiros	1.000	Rua Dos Craveiros
A020299	35505	Rua Jornalista José Campelo Júnior	1.000	R. Jorn. Jose Campelo Junior
A020300	35505	Rua Jornalista José Campelo Júnior	1.000	R. Jorn. Jose Campelo Junior
A020302	35505	Rua Jornalista José Campelo Júnior	1.000	R. Jorn. Jose Campelo Junior
A020305	69418	Rua Barra de Guabiraba	1.000	R. Barra Da Guabiraba
A020306	69418	Rua Barra de Guabiraba	1.000	R. Barra Da Guabiraba
A020307	35505	Rua Jornalista José Campelo Júnior	1.000	R. Jorn. Jose Campelo Junior
A020309	35505	Rua Jornalista José Campelo Júnior	1.000	R. Jorn. Jose Campelo Junior
A020312	69418	Rua Barra de Guabiraba	1.000	R. Barra Da Guabiraba
A020313	62375	Rua Coronel Urbano Ribeiro de Sena	1.000	Rua Coronel Urbano Ribeiro De Sena
A020321	62375	Rua Coronel Urbano Ribeiro de Sena	1.000	Rua Coronel Urbano Ribeiro de Sena
A020322	62375	Rua Coronel Urbano Ribeiro de Sena	1.000	Rua Coronel Urbano Ribeiro de Sena
A020323	62375	Rua Coronel Urbano Ribeiro de Sena	1.000	Rua Coronel Urbano Ribeiro De Sena
A020324	62375	Rua Coronel Urbano Ribeiro de Sena	1.000	Rua Coronel Urbano Ribeiro De Sena
A020325	33391	Rua João Barreto de Acioly Lins	0.500	R. Dos Peixinhos - Campina Do Barreto
A020326	33391	Rua João Barreto de Acioly Lins	0.500	R. Dos Peixinhos - Campina Do Barreto
A020327	33391	Rua João Barreto de Acioly Lins	0.500	R. Dos Peixinhos - Campina Do Barreto
A020328	50466	Rua dos Peixinhos	1.000	R. Dos Peixinhos
A020329	29939	Rua Iguatu	1.000	R. Iguatu
A020330	29939	Rua Iguatu	1.000	R. Iguatu
A020331	29939	Rua Iguatu	1.000	R. Iguatu
A020332	29939	Rua Iguatu	1.000	R. Iguatu
A020334	50466	Rua dos Peixinhos	1.000	R. Dos Peixinhos
A020335	50466	Rua dos Peixinhos	1.000	R. Dos Peixinhos
A020337	50466	Rua dos Peixinhos	1.000	R. Dos Peixinhos
A020338	44733	Rua das Moças	1.000	R. Das Mocas
A020339	44733	Rua das Moças	1.000	R. Das Mocas
A020340	44733	Rua das Moças	1.000	R. Das Mocas
A020341	17426	Rua Constança	1.000	R. Constanca
A020342	17426	Rua Constança	1.000	R. Constanca
A020343	17426	Rua Constança	1.000	R. Constanca
A020344	17426	Rua Constança	1.000	R. Constanca
A020345	17426	Rua Constança	1.000	R. Constanca
A020348	17426	Rua Constança	1.000	R. Constanca
A020349	17426	Rua Constança	1.000	R. Constanca
A020438	10529	Avenida Beberibe	1.000	Avenida Beberibe
A020448	62405	Rua Uriel de Holanda	1.000	Rua Uriel de Holanda
A020450	10529	Avenida Beberibe	1.000	Avenida Beberibe
A020539	6769	Rua Dona Aquilina	1.000	Rua Dona Aquilina
A020752	10529	Avenida Beberibe	1.000	Avenida Beberibe
A020844	10529	Avenida Beberibe	1.000	Avenida Beberibe
A021300	10529	Avenida Beberibe	1.000	Avenida Beberibe
A021300D	10529	Avenida Beberibe	1.000	Avenida Beberibe
A021301	10529	Avenida Beberibe	1.000	Avenida Beberibe
A021302	10529	Avenida Beberibe	1.000	Avenida Beberibe
A021303	10529	Avenida Beberibe	1.000	Avenida Beberibe
A021304	10529	Avenida Beberibe	1.000	Avenida Beberibe
A021305	10529	Avenida Beberibe	1.000	Avenida Beberibe
A021306	20958	Rua Doutor Eduardo Wanderley	1.000	Rua Doutor Eduardo Wanderley
A021307	20958	Rua Doutor Eduardo Wanderley	1.000	Rua Doutor Eduardo Wanderley
A021308	20958	Rua Doutor Eduardo Wanderley	1.000	Rua Doutor Eduardo Wanderley
A021309	39772	Rua Luiz de Camões	1.000	Rua Luiz de Camões
A021310	39772	Rua Luiz de Camões	1.000	Rua Luiz de Camões
A021312	39772	Rua Luiz de Camões	1.000	Rua Luiz de Camões
A021313	33081	Rua Professor Jerônimo Gueiros	1.000	Rua Professor Jerônimo Gueiros
A021314	33081	Rua Professor Jerônimo Gueiros	1.000	Rua Professor Jerônimo Gueiros
A021315	33081	Rua Professor Jerônimo Gueiros	1.000	Rua Professor Jerônimo Gueiros
A021316	33081	Rua Professor Jerônimo Gueiros	1.000	Rua Professor Jerônimo Gueiros
A021317	33081	Rua Professor Jerônimo Gueiros	1.000	Rua Professor Jerônimo Gueiros
A021318	33081	Rua Professor Jerônimo Gueiros	1.000	Rua Professor Jerônimo Gueiros
A021319	33081	Rua Professor Jerônimo Gueiros	1.000	Rua Professor Jerônimo Gueiros
A021320	20958	Rua Doutor Eduardo Wanderley	1.000	Rua Doutor Eduardo Wanderley
A021321	20958	Rua Doutor Eduardo Wanderley	1.000	Rua Doutor Eduardo Wanderley
A021322	35530	Rua Professor José Carneiro	1.000	Rua Professor José Carneiro
A021475	56952	Rua da Regeneração	1.000	R. Da Regeneracao
A021585	65730	Rua Zeferino Agra	1.000	R. Zeferino Agra
A021615	62375	Rua Coronel Urbano Ribeiro de Sena	1.000	Rua Coronel Urbano Ribeiro De Sena
A021616	299	Rua Abelardo Machado Botelho	1.000	R. Do Machado
A021771D	10529	Avenida Beberibe	1.000	Avenida Beberibe
A021773	10529	Avenida Beberibe	1.000	Avenida Beberibe
A021842	50385	Rua Pedro Rodrigues de Barros	1.000	R. Pedro Rodrigues De Barros
A022790	10529	Avenida Beberibe	1.000	Avenida Beberibe
A022793	10529	Avenida Beberibe	1.000	Avenida Beberibe
A022794	10529	Avenida Beberibe	1.000	Avenida Beberibe
A022801	10529	Avenida Beberibe	1.000	Avenida Beberibe
A022802	10529	Avenida Beberibe	1.000	Avenida Beberibe
A022803	10529	Avenida Beberibe	1.000	Avenida Beberibe
A022804	52400	Rua Porto Real	1.000	Rua Porto Real
A022805	922	Rua Adolfo Simões Barbosa	1.000	R. Adolfo Simoes Barbosa
A022806	922	Rua Adolfo Simões Barbosa	1.000	R. Adolfo Simoes Barbosa
A022807	49824	Rua Dr Paulo Ramos	0.750	R. Dr. Paulo Ramos
A022808	922	Rua Adolfo Simões Barbosa	1.000	R. Adolfo Simoes Barbosa
A022809	49824	Rua Dr Paulo Ramos	0.750	R. Dr. Paulo Ramos
A022810	65595	Rua Tenente Wanderley	0.667	R. Ten. Vanderlei
A022811	65595	Rua Tenente Wanderley	0.667	R. Ten. Vanderlei
A022812	65595	Rua Tenente Wanderley	0.667	R. Ten. Vanderlei
A022813	65595	Rua Tenente Wanderley	0.667	R. Ten. Vanderlei
A022814	65595	Rua Tenente Wanderley	0.667	R. Ten. Vanderlei
A022815	65595	Rua Tenente Wanderley	0.667	R. Ten. Vanderlei
A022817	65595	Rua Tenente Wanderley	0.667	R. Ten. Vanderlei
A022818	65595	Rua Tenente Wanderley	0.667	R. Ten. Vanderlei
A022818D	65595	Rua Tenente Wanderley	0.667	R. Ten. Vanderlei
A022819	65595	Rua Tenente Wanderley	0.667	R. Ten. Vanderlei
A022820	65595	Rua Tenente Wanderley	0.667	R. Ten. Vanderlei
A022821	65595	Rua Tenente Wanderley	0.667	R. Ten. Vanderlei
A022822	65595	Rua Tenente Wanderley	0.667	R. Ten. Vanderlei
A022824	49824	Rua Dr Paulo Ramos	0.750	R. Dr. Paulo Ramos
A022825	49824	Rua Dr Paulo Ramos	0.750	R. Dr. Paulo Ramos
A022826	54534	Avenida Sebastião Salazar	1.000	Av. Sebastiao Salazar
A022827	54534	Avenida Sebastião Salazar	1.000	Av. Sebastiao Salazar
A022829	54534	Avenida Sebastião Salazar	1.000	Av. Sebastiao Salazar
A022830	54534	Avenida Sebastião Salazar	1.000	Av. Sebastiao Salazar
A022831	54534	Avenida Sebastião Salazar	1.000	Av. Sebastiao Salazar
A022832	85650	Avenida Cidade de Monteiro	1.000	Avenida Cidade de Monteiro
A022833	1775	Rua Doutor Alberto Moreira	0.750	Rua Dr. Alberto Wanderley
A022833D	85650	Avenida Cidade de Monteiro	1.000	Avenida Cidade de Monteiro
A022834	1775	Rua Doutor Alberto Moreira	0.750	Rua Dr. Alberto Wanderley
A022835	1775	Rua Doutor Alberto Moreira	0.750	Rua Dr. Alberto Wanderley
A022836	1775	Rua Doutor Alberto Moreira	0.750	Rua Dr. Alberto Wanderley
A022836D	46612	Rua Nova Betânia	1.000	Rua Nova Betânia
A022837	1775	Rua Doutor Alberto Moreira	0.750	Rua Dr. Alberto Wanderley
A022838	54534	Avenida Sebastião Salazar	1.000	Av. Sebastiao Salazar
A022840	54534	Avenida Sebastião Salazar	1.000	Av. Sebastiao Salazar
A022841	10529	Avenida Beberibe	1.000	Avenida Beberibe
A022842	10529	Avenida Beberibe	1.000	Avenida Beberibe
A022843	10529	Avenida Beberibe	1.000	Avenida Beberibe
A022845	1775	Rua Doutor Alberto Moreira	0.750	Rua Dr. Alberto Wanderley
A022846	1775	Rua Doutor Alberto Moreira	0.750	Rua Dr. Alberto Wanderley
A022847	1775	Rua Doutor Alberto Moreira	0.750	Rua Dr. Alberto Wanderley
A022848	1775	Rua Doutor Alberto Moreira	0.750	Rua Dr. Alberto Wanderley
A022849	922	Rua Adolfo Simões Barbosa	1.000	R. Adolfo Simoes Barbosa
A022850	922	Rua Adolfo Simões Barbosa	1.000	R. Adolfo Simoes Barbosa
A022851	922	Rua Adolfo Simões Barbosa	1.000	R. Adolfo Simoes Barbosa
A022852	56723	Rua Raul Cesário de Melo	1.000	R. Raul Cesario De Melo
A022853	922	Rua Adolfo Simões Barbosa	1.000	R. Adolfo Simoes Barbosa
A022854	56723	Rua Raul Cesário de Melo	1.000	R. Raul Cesario De Melo
A022855	10529	Avenida Beberibe	1.000	Avenida Beberibe
A022855D	10529	Avenida Beberibe	1.000	Avenida Beberibe
A022856	10529	Avenida Beberibe	1.000	Avenida Beberibe
A022857	10529	Avenida Beberibe	1.000	Avenida Beberibe
A022972	10529	Avenida Beberibe	1.000	Avenida Beberibe
A022974	10529	Avenida Beberibe	1.000	Avenida Beberibe
A022975	10529	Avenida Beberibe	1.000	Avenida Beberibe
A022984	10529	Avenida Beberibe	1.000	Avenida Beberibe
A022991D	10529	Avenida Beberibe	1.000	Avenida Beberibe
A023301	66842	Rua Azulão	1.000	R. Azulao
A023316	66842	Rua Azulão	1.000	R. Azulao
A023317	66842	Rua Azulão	1.000	R. Azulao
A023318	66621	Rua Andorinha	1.000	Rua Andorinha
A023323	66842	Rua Azulão	1.000	R. Azulao
A023323D	66842	Rua Azulão	1.000	R. Azulao
A023324	66842	Rua Azulão	1.000	R. Azulao
A023324D	66842	Rua Azulão	1.000	R. Azulao
A023325	66842	Rua Azulão	1.000	R. Azulao
A023335	72060	Rua Jerusalém	1.000	Rua Jerusalém
A023336	70700	Rua da Linha	1.000	Rua Da Linha
A023337	70700	Rua da Linha	1.000	Rua Da Linha
A023337D	70700	Rua da Linha	1.000	Rua Da Linha
A023338	70700	Rua da Linha	1.000	Rua Da Linha
A023341	70700	Rua da Linha	1.000	Rua Da Linha
A023345	70700	Rua da Linha	1.000	Rua Da Linha
A023346	70700	Rua da Linha	1.000	Rua Da Linha
A023347	70700	Rua da Linha	1.000	Rua Da Linha
A023708	3280	Rua Alto do Maracanã	1.000	R Alto Do Maracana
A023714	43826	Subida da Medalha Milagrosa	1.000	Subida Da Medalha Milagrosa
A023715	43826	Subida da Medalha Milagrosa	1.000	Subida Da Medalha Milagrosa
A023716	43826	Subida da Medalha Milagrosa	1.000	Subida Da Medalha Milagrosa
A023717	43826	Subida da Medalha Milagrosa	1.000	Subida Da Medalha Milagrosa
A023718	43826	Subida da Medalha Milagrosa	1.000	Subida Da Medalha Milagrosa
A023719	43826	Subida da Medalha Milagrosa	1.000	Subida Da Medalha Milagrosa
A023720	43826	Subida da Medalha Milagrosa	1.000	Subida Da Medalha Milagrosa
A023721	43826	Subida da Medalha Milagrosa	1.000	Subida Da Medalha Milagrosa
A023722	43826	Subida da Medalha Milagrosa	1.000	Subida Da Medalha Milagrosa
A023723	9040	Rua Aureliano Leal	1.000	R Aureliano Leal
A023724	9040	Rua Aureliano Leal	1.000	R Aureliano Leal
A023725	9040	Rua Aureliano Leal	1.000	R Aureliano Leal
A023726	43826	Subida da Medalha Milagrosa	1.000	Subida Da Medalha Milagrosa
A023727	43826	Subida da Medalha Milagrosa	1.000	Subida Da Medalha Milagrosa
A023728	43826	Subida da Medalha Milagrosa	1.000	Subida Da Medalha Milagrosa
A023729	43826	Subida da Medalha Milagrosa	1.000	Subida Da Medalha Milagrosa
A023730	43826	Subida da Medalha Milagrosa	1.000	Subida Da Medalha Milagrosa
A023731	43826	Subida da Medalha Milagrosa	1.000	Subida Da Medalha Milagrosa
A023842	10529	Avenida Beberibe	1.000	Avenida Beberibe
A024176	70866	Rua Amaro Francisco de Souza	1.000	R. De Amaro Francisco De Souza
A024190	70866	Rua Amaro Francisco de Souza	1.000	R. De Amaro Francisco De Souza
A024190D	70866	Rua Amaro Francisco de Souza	1.000	R. De Amaro Francisco De Souza
A024191	70866	Rua Amaro Francisco de Souza	1.000	R. De Amaro Francisco De Souza
A024192	70866	Rua Amaro Francisco de Souza	1.000	R. De Amaro Francisco De Souza
A024194	70866	Rua Amaro Francisco de Souza	1.000	R. De Amaro Francisco De Souza
A024194D	70866	Rua Amaro Francisco de Souza	1.000	R. De Amaro Francisco De Souza
A024195	70866	Rua Amaro Francisco de Souza	1.000	R. De Amaro Francisco De Souza
A024205	70866	Rua Amaro Francisco de Souza	1.000	R. De Amaro Francisco De Souza
A024260	39837	Rua Padre Luiz da Grã	1.000	Rua Padre Luiz da Grã
A024550	56952	Rua da Regeneração	1.000	R. Da Regeneracao
A024551	56952	Rua da Regeneração	1.000	R. Da Regeneracao
A024552	44733	Rua das Moças	1.000	R. Das Mocas
A024553	44733	Rua das Moças	1.000	R. Das Mocas
A024554	44733	Rua das Moças	1.000	R. Das Mocas
A024555	44733	Rua das Moças	1.000	R. Das Mocas
A024556	44733	Rua das Moças	1.000	R. Das Mocas
A024557	65730	Rua Zeferino Agra	1.000	R. Zeferino Agra
A024558	65730	Rua Zeferino Agra	1.000	R. Zeferino Agra
A024558D	65730	Rua Zeferino Agra	1.000	R. Zeferino Agra
A024559	65730	Rua Zeferino Agra	1.000	R. Zeferino Agra
A024560	65730	Rua Zeferino Agra	1.000	R. Zeferino Agra
A024562	28924	Rua Herculândia	1.000	R. Herculandia
A024563	28924	Rua Herculândia	1.000	R. Herculandia
A024564	28924	Rua Herculândia	1.000	R. Herculandia
A024565	28924	Rua Herculândia	1.000	R. Herculandia
A024567	65730	Rua Zeferino Agra	1.000	R. Zeferino Agra
A024568	4669	Rua Ananias Catanho	0.667	R. Srg. Catanho
A024569	65730	Rua Zeferino Agra	1.000	R. Zeferino Agra
A024570	65730	Rua Zeferino Agra	1.000	R. Zeferino Agra
A024571	65730	Rua Zeferino Agra	1.000	R. Zeferino Agra
A024574	65730	Rua Zeferino Agra	1.000	R. Zeferino Agra
A024574D	65730	Rua Zeferino Agra	1.000	R. Zeferino Agra
A024576	65730	Rua Zeferino Agra	1.000	R. Zeferino Agra
A024580	65730	Rua Zeferino Agra	1.000	R. Zeferino Agra
A024650	10529	Avenida Beberibe	1.000	Avenida Beberibe
A024651	10529	Avenida Beberibe	1.000	Avenida Beberibe
A024654	10529	Avenida Beberibe	1.000	Avenida Beberibe
A024659	10529	Avenida Beberibe	1.000	Av. Beberibe
A024660	10529	Avenida Beberibe	1.000	Av. Beberibe
A024662	10529	Avenida Beberibe	1.000	Avenida Beberibe
A024675	62375	Rua Coronel Urbano Ribeiro de Sena	1.000	Rua Coronel Urbano Ribeiro de Sena
A024676	18139	Rua Couto Soares	1.000	Rua Couto Soares
A024676D	18139	Rua Couto Soares	1.000	Rua Couto Soares
A024677	18139	Rua Couto Soares	1.000	Rua Couto Soares
A024678	62375	Rua Coronel Urbano Ribeiro de Sena	1.000	Rua Coronel Urbano Ribeiro de Sena
A024679	10529	Avenida Beberibe	1.000	Avenida Beberibe
A024680	10529	Avenida Beberibe	1.000	Avenida Beberibe
A024681	10529	Avenida Beberibe	1.000	Avenida Beberibe
A024723D	25445	Rua Francisco Rabelo	1.000	Rua Francisco Rabelo
A024731	65730	Rua Zeferino Agra	1.000	R. Zeferino Agra
A024772	25666	Rua Frederico	1.000	Rua Frederico
A024803	126829	RUA PASTOR HÈLIO VIDAL DE FREITAS	1.000	Rua Pastor Hélio Vidal de Freitas
A024805	35270	Avenida Professor José dos Anjos	1.000	Av. Prof. Jose Dos Anjos
A024806	35270	Avenida Professor José dos Anjos	1.000	Av. Prof. Jose Dos Anjos
A024809	35270	Avenida Professor José dos Anjos	1.000	Av. Prof. Jose Dos Anjos
A024810D	35270	Avenida Professor José dos Anjos	1.000	Av. Prof. Jose Dos Anjos
A024811	35270	Avenida Professor José dos Anjos	1.000	Av. Prof. Jose Dos Anjos
A024812	35270	Avenida Professor José dos Anjos	1.000	Av. Prof. Jose Dos Anjos
A024813	35270	Avenida Professor José dos Anjos	1.000	Av. Prof. Jose Dos Anjos
A024815	35270	Avenida Professor José dos Anjos	1.000	Av. Prof. Jose Dos Anjos
A024828	126829	RUA PASTOR HÈLIO VIDAL DE FREITAS	1.000	Rua Pastor Hélio Vidal de Freitas
A024829	23612	Rua Farias Neves	1.000	R. Farias Neves
A024832	35270	Avenida Professor José dos Anjos	1.000	Av. Prof. Jose Dos Anjos
