Ano da Pesquisa,Data_Hora,N_Quest,Cod_Pesq,Data,Dia_Semana,Horario,Zona,Bairro,Logradouro,Genero,Idade,Idade_Cat,Escolaridade,Ocupacao,Renda,Renda_2024,Raca,Bairro_Residencia,Qt_Domicilio,Covid19,Tempo_Cat,Tempo,Bike,Qt_Tempo,Qt_Tempo_2024,Ocorrencia,Ocorrencia_Furto,Ocorrencia_Assedio,Qt_Dia,Trabalho,Escola,Compras,Lazer,Estacao,Combina,Ql_Combina,Ou_Meio,Ql_Meio,Sistema,Bairro_Origem,Bairro_Destino,Pandemia,Frequencia,Ql_Motivo_Inicio,Ql_Problemas,Ql_Motivo,Oq_Frequencia,Ql_combina_cat,latitude,coordinates
2024,2024-09-25T13:16:39Z,208,AN136,19/09/2024,quinta-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Masculino,20,de 15 a 24 anos,Ensino Médio,,de 2 a 5 salários mínimos,de 2 a 5 salários mínimos,Preta,,,,mais de 20 até 30 minutos,30,Privada,Entre 3 e 4 anos,Entre 2 e 5 anos,Sim,Não,Não,7,6,0,1,7,0,Sim,A pé,Sim,Transporte coletivo,Não,,,,,,,É mais rápido e prático,Mais segurança/educação no trânsito,,,
2024,2024-09-25T13:14:59Z,209,AN136,19/09/2024,quinta-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Feminino,30,de 25 a 34 anos,Pós-Graduação,,de 2 a 5 salários mínimos,de 2 a 5 salários mínimos,Branca,,,,mais de 30 minutos até 1 hora,40,Privada,Mais de 5 anos,Mais de 5 anos,Não,Não,Sim,7,3,3,3,7,0,Não,Sem resposta,Sim,Transporte coletivo,Não,,,,,,,É mais barato,Mais segurança/educação no trânsito,,,
2024,2024-09-25T13:13:43Z,210,AN136,19/09/2024,quinta-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Masculino,60,de 55 a 64 anos,Ensino Médio,,de 2 a 5 salários mínimos,de 2 a 5 salários mínimos,Preta,,,,mais de 20 até 30 minutos,25,Privada,Mais de 5 anos,Mais de 5 anos,Não,Não,Sim,7,7,2,1,0,0,Não,Sem resposta,Sim,NA,Não,,,,,,,É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",,,
2024,2024-09-25T13:33:48Z,211,AN136,19/09/2024,quinta-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Feminino,30,de 25 a 34 anos,Ensino Médio,,de 2 a 5 salários mínimos,de 2 a 5 salários mínimos,Preta,,,,até 10 minutos,10,Privada,Mais de 5 anos,Mais de 5 anos,Não,Sim,Sim,7,0,5,3,5,0,Sim,Sem resposta,Sim,Transporte coletivo,Não,,,,,,,É mais saudável,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",,,
2024,2024-09-25T13:35:31Z,212,AN136,19/09/2024,quinta-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Feminino,45,de 45 a 54 anos,Ensino Fundamental,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Parda,,,,mais de 10 até 20 minutos,20,Privada,Mais de 5 anos,Mais de 5 anos,Não,Sim,Não,7,0,5,5,2,0,Não,Sem resposta,Sim,Transporte coletivo,Não,,,,,,,É mais rápido e prático,Mais segurança/educação no trânsito,,,
2024,2024-09-25T13:12:09Z,213,AN136,19/09/2024,quinta-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Masculino,34,de 25 a 34 anos,Ensino Médio,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Parda,,,,mais de 20 até 30 minutos,30,Privada,Mais de 5 anos,Mais de 5 anos,Não,Sim,Não,7,6,0,0,1,0,Não,Sem resposta,Sim,Transporte coletivo,Não,,,,,,,É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",,,
2024,2024-09-25T13:31:53Z,214,AN136,19/09/2024,quinta-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Masculino,68,65 anos ou mais,Ensino Fundamental,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Indígena,,,,mais de 20 até 30 minutos,30,Privada,Mais de 5 anos,Mais de 5 anos,Não,Não,Não,7,7,0,0,0,0,Não,Sem resposta,Não,Sem resposta,Não,,,,,,,É mais rápido e prático,Mais segurança/educação no trânsito,,,
2024,2024-09-25T13:36:51Z,215,AN136,19/09/2024,quinta-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Feminino,28,de 25 a 34 anos,Ensino Superior,,de 2 a 5 salários mínimos,de 2 a 5 salários mínimos,Branca,,,,mais de 10 até 20 minutos,20,Privada,Entre 2 e 3 anos,Entre 2 e 5 anos,Não,Não,Sim,6,5,0,1,5,0,Não,Sem resposta,Sim,NA,Sim,,,,,,,É mais saudável,Mais segurança/educação no trânsito,,,
2024,2024-09-25T13:38:36Z,216,AN136,19/09/2024,quinta-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Masculino,39,de 35 a 44 anos,Ensino Médio,,de 2 a 5 salários mínimos,de 2 a 5 salários mínimos,Parda,,,,mais de 10 até 20 minutos,20,Privada,Mais de 5 anos,Mais de 5 anos,Sim,Sim,Não,4,5,0,2,0,0,Não,Sem resposta,Sim,Transporte coletivo,Sim,,,,,,,É mais rápido e prático,Mais segurança pública,,,
2024,2024-09-25T21:36:55Z,217,AN136,23/09/2024,segunda-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Feminino,37,de 35 a 44 anos,Ensino Médio,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Parda,,,,mais de 10 até 20 minutos,20,Privada,Entre 1 e 2 anos,Entre 1 e 2 anos,Sim,Sim,Não,7,0,5,2,7,0,Não,Sem resposta,Sim,Transporte coletivo,Não,,,,,,,É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",,,
2024,2024-09-25T22:20:05Z,218,AN136,23/09/2024,segunda-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Feminino,54,de 45 a 54 anos,Ensino Superior,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Branca,,,,mais de 10 até 20 minutos,15,Privada,Mais de 5 anos,Mais de 5 anos,Não,NA,Não,6,3,3,4,7,0,Não,Sem resposta,Sim,Transporte coletivo,Não,,,,,,,É mais saudável,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",,,
2024,2024-09-25T22:24:40Z,219,AN136,23/04/2024,segunda-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Masculino,58,de 55 a 64 anos,Ensino Médio,,de 2 a 5 salários mínimos,de 2 a 5 salários mínimos,Preta,,,,mais de 20 até 30 minutos,30,Privada,Mais de 5 anos,Mais de 5 anos,Não,Não,Não,7,5,0,1,1,0,Não,Sem resposta,Não,Sem resposta,Não,,,,,,,É mais saudável,Mais segurança/educação no trânsito,,,
2024,2024-09-25T22:46:55Z,220,AN136,23/09/2024,segunda-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Masculino,45,de 45 a 54 anos,Ensino Fundamental,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Parda,,,,mais de 30 minutos até 1 hora,35,Privada,Mais de 5 anos,Mais de 5 anos,Não,Não,Não,7,0,0,5,7,0,Não,Sem resposta,Sim,Transporte coletivo,Não,,,,,,,É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",,,
2024,2024-09-25T22:49:43Z,221,AN136,23/09/2024,segunda-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Feminino,33,de 25 a 34 anos,Ensino Superior,,de 2 a 5 salários mínimos,de 2 a 5 salários mínimos,Branca,,,,até 10 minutos,10,Privada,Entre 4 e 5 anos,Entre 2 e 5 anos,Sim,Sim,Sim,7,4,5,3,6,0,Não,Sem resposta,Sim,Transporte coletivo,Não,,,,,,,É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",,,
2024,2024-09-25T22:57:44Z,222,AN136,23/09/2024,segunda-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Masculino,38,de 35 a 44 anos,Ensino Médio,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Parda,,,,mais de 10 até 20 minutos,20,Privada,Mais de 5 anos,Mais de 5 anos,Não,Sim,Não,7,7,5,3,2,0,Não,Sem resposta,Sim,Transporte coletivo,Não,,,,,,,É mais barato,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",,,
2024,2024-09-25T22:55:38Z,223,AN136,23/09/2024,segunda-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Masculino,23,de 15 a 24 anos,Ensino Superior,,de 2 a 5 salários mínimos,de 2 a 5 salários mínimos,Branca,,,,mais de 10 até 20 minutos,15,Privada,Mais de 5 anos,Mais de 5 anos,Não,Não,Não,3,0,3,0,0,0,Não,Sem resposta,Sim,A pé,Não,,,,,,,É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",,,
2024,2024-09-25T22:44:08Z,224,AN136,23/09/2024,segunda-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Feminino,63,de 55 a 64 anos,Ensino Médio,,até 1 salário mínimo,até 1 salário mínimo,Parda,,,,mais de 10 até 20 minutos,15,Privada,Mais de 5 anos,Mais de 5 anos,Não,Não,Não,7,0,5,7,1,0,Não,Sem resposta,Não,Sem resposta,Não,,,,,,,Outros,Mais segurança pública,,,
2024,2024-09-25T22:41:35Z,225,AN136,23/09/2024,segunda-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Feminino,45,de 45 a 54 anos,Ensino Médio,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Branca,,,,até 10 minutos,10,Privada,Mais de 5 anos,Mais de 5 anos,Não,Não,Não,7,0,0,3,2,0,Não,Sem resposta,Sim,Transporte coletivo,Não,,,,,,,É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",,,
2024,2024-09-25T22:39:13Z,226,AN136,23/09/2024,segunda-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Feminino,20,de 15 a 24 anos,Ensino Médio,,até 1 salário mínimo,até 1 salário mínimo,Preta,,,,mais de 10 até 20 minutos,20,Privada,Entre 1 e 2 anos,Entre 1 e 2 anos,Não,Não,Não,4,0,0,2,1,0,Não,Sem resposta,Sim,NA,Não,,,,,,,É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",,,
2024,2024-09-25T22:34:39Z,227,AN136,23/09/2024,segunda-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Masculino,25,de 25 a 34 anos,Ensino Médio,,de 2 a 5 salários mínimos,de 2 a 5 salários mínimos,Preta,,,,mais de 10 até 20 minutos,18,Privada,Mais de 5 anos,Mais de 5 anos,Não,Não,Não,6,5,5,3,0,0,Não,Sem resposta,Sim,NA,Não,,,,,,,É mais rápido e prático,Mais segurança pública,,,
2024,2024-09-25T22:30:14Z,228,AN136,23/09/2024,segunda-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Feminino,26,de 25 a 34 anos,Ensino Médio,,Não sabe/Não respondeu,Não sabe/Não respondeu,Preta,,,,mais de 10 até 20 minutos,15,Privada,Entre 1 e 2 anos,Entre 1 e 2 anos,Não,Não,Não,5,5,5,0,0,0,Não,Sem resposta,Sim,NA,Não,,,,,,,É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",,,
2024,2024-09-25T22:13:53Z,229,AN136,23/09/2024,segunda-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Feminino,28,de 25 a 34 anos,Ensino Superior,,de 2 a 5 salários mínimos,de 2 a 5 salários mínimos,Branca,,,,mais de 10 até 20 minutos,15,Privada,Entre 2 e 3 anos,Entre 2 e 5 anos,Não,Não,Sim,7,7,0,1,7,0,Não,Sem resposta,Sim,Transporte coletivo,Não,,,,,,,É mais rápido e prático,Mais segurança/educação no trânsito,,,
2024,2024-09-25T22:07:56Z,230,AN136,23/09/2024,segunda-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Masculino,35,de 35 a 44 anos,Ensino Fundamental,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Preta,,,,mais de 20 até 30 minutos,30,Privada,Mais de 5 anos,Mais de 5 anos,Não,Não,Não,6,6,0,1,2,0,Não,Sem resposta,Não,Transporte coletivo,Não,,,,,,,É mais saudável,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",,,
2024,2024-09-25T22:17:43Z,231,AN136,23/09/2024,segunda-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Feminino,32,de 25 a 34 anos,Ensino Médio,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Parda,,,,até 10 minutos,10,Privada,Entre 3 e 4 anos,Entre 2 e 5 anos,Não,Não,Sim,6,6,0,0,0,0,Não,Sem resposta,Sim,Transporte coletivo,Não,,,,,,,É mais rápido e prático,Mais segurança/educação no trânsito,,,
2024,2024-09-25T22:27:06Z,232,AN136,23/09/2024,segunda-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Masculino,15,de 15 a 24 anos,Ensino Fundamental,,Não sabe/Não respondeu,Não sabe/Não respondeu,Preta,,,,mais de 10 até 20 minutos,15,Privada,Entre 6 meses e 1 ano,Entre 6 meses e 1 ano,Não,Não,Não,5,5,0,5,5,0,Não,Sem resposta,Sim,A pé,Sim,,,,,,,É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",,,
2024,2024-09-25T22:51:41Z,233,AN136,23/09/2024,segunda-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Masculino,22,de 15 a 24 anos,Ensino Superior,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Indígena,,,,até 10 minutos,10,Privada,Entre 6 meses e 1 ano,Entre 6 meses e 1 ano,Não,Não,Não,3,3,0,3,7,0,Não,Sem resposta,Não,Sem resposta,Não,,,,,,,É mais saudável,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",,,
2024,2024-09-25T22:53:51Z,234,AN136,23/09/2024,segunda-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Masculino,32,de 25 a 34 anos,Ensino Médio,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Branca,,,,mais de 30 minutos até 1 hora,60,Privada,Entre 4 e 5 anos,Entre 2 e 5 anos,Não,Não,Sim,4,4,5,2,1,0,Não,Sem resposta,Sim,Transporte coletivo,Não,,,,,,,É mais barato,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",,,
2024,2024-09-25T22:36:52Z,235,AN136,23/09/2024,segunda-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Masculino,45,de 45 a 54 anos,Ensino Médio,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Branca,,,,mais de 30 minutos até 1 hora,45,Privada,Mais de 5 anos,Mais de 5 anos,Não,Não,Sim,5,5,0,2,1,0,Não,Sem resposta,Sim,Transporte coletivo,Sim,,,,,,,É mais barato,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",,,
2024,2024-09-25T22:22:27Z,236,AN136,23/09/2024,segunda-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Feminino,37,de 35 a 44 anos,Ensino Médio,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Parda,,,,mais de 10 até 20 minutos,20,Privada,Mais de 5 anos,Mais de 5 anos,Não,Não,Não,2,0,0,2,3,0,Não,Sem resposta,Sim,Transporte coletivo,Não,,,,,,,É mais rápido e prático,Mais segurança/educação no trânsito,,,
2024,2024-09-25T22:59:57Z,237,AN136,23/09/2024,segunda-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Feminino,27,de 25 a 34 anos,Ensino Fundamental,,Não sabe/Não respondeu,Não sabe/Não respondeu,Parda,,,,mais de 10 até 20 minutos,20,Privada,Mais de 5 anos,Mais de 5 anos,Não,Não,Sim,6,0,5,3,7,0,Não,Sem resposta,Sim,NA,Não,,,,,,,É mais barato,Mais segurança pública,,,
2024,2024-09-25T21:49:30Z,238,AN136,23/09/2024,segunda-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Masculino,20,de 15 a 24 anos,Ensino Médio,,de 2 a 5 salários mínimos,de 2 a 5 salários mínimos,Branca,,,,mais de 20 até 30 minutos,30,Privada,Mais de 5 anos,Mais de 5 anos,Não,Não,Não,3,0,3,0,2,0,Não,Sem resposta,Sim,A pé,Não,,,,,,,É mais barato,Mais segurança/educação no trânsito,,,
2024,2024-09-25T22:05:16Z,239,AN136,23/09/2024,segunda-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Masculino,47,de 45 a 54 anos,Ensino Fundamental,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Preta,,,,mais de 30 minutos até 1 hora,40,Privada,Mais de 5 anos,Mais de 5 anos,Não,Não,Não,7,5,0,1,4,0,Não,Sem resposta,Sim,Transporte coletivo,Não,,,,,,,É mais saudável,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",,,
2024,2024-09-25T23:05:34Z,240,AN136,23/09/2024,segunda-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Masculino,19,de 15 a 24 anos,Ensino Médio,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Parda,,,,até 10 minutos,5,Privada,Entre 6 meses e 1 ano,Entre 6 meses e 1 ano,Não,Sim,Não,5,5,2,0,0,0,Não,Sem resposta,Sim,Transporte coletivo,Não,,,,,,,É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",,,
2024,2024-09-25T23:02:04Z,241,AN136,23/09/2024,segunda-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Masculino,20,de 15 a 24 anos,Ensino Médio,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Parda,,,,mais de 10 até 20 minutos,15,Privada,Mais de 5 anos,Mais de 5 anos,Sim,Não,Não,7,0,5,4,2,0,Não,Sem resposta,Sim,A pé,Não,,,,,,,É mais barato,Mais segurança/educação no trânsito,,,
2024,2024-09-25T23:03:48Z,242,AN136,23/09/2024,segunda-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Masculino,19,de 15 a 24 anos,Ensino Médio,,até 1 salário mínimo,até 1 salário mínimo,Parda,,,,mais de 10 até 20 minutos,15,Privada,Entre 6 meses e 1 ano,Entre 6 meses e 1 ano,Não,Não,Não,7,5,0,0,1,0,Não,Sem resposta,Sim,Transporte coletivo,Não,,,,,,,É mais rápido e prático,Mais segurança/educação no trânsito,,,
2024,2024-09-25T23:07:22Z,243,AN136,23/09/2024,segunda-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Masculino,37,de 35 a 44 anos,Ensino Médio,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Branca,,,,mais de 30 minutos até 1 hora,45,Privada,Mais de 5 anos,Mais de 5 anos,Não,Sim,Não,7,6,0,2,4,0,Não,Sem resposta,Sim,Transporte coletivo,Não,,,,,,,É mais saudável,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",,,
2024,2024-09-25T23:09:32Z,244,AN136,23/09/2024,segunda-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Masculino,52,de 45 a 54 anos,Ensino Fundamental,,até 1 salário mínimo,até 1 salário mínimo,Preta,,,,mais de 30 minutos até 1 hora,40,Privada,Mais de 5 anos,Mais de 5 anos,Não,Sim,Não,7,7,0,2,0,0,Não,Sem resposta,Não,Sem resposta,Não,,,,,,,É mais barato,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",,,
2024,2024-09-25T21:42:12Z,245,AN136,23/09/2024,segunda-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Masculino,53,de 45 a 54 anos,Sem instrução,,até 1 salário mínimo,até 1 salário mínimo,Preta,,,,mais de 30 minutos até 1 hora,45,Privada,Mais de 5 anos,Mais de 5 anos,Não,Não,Não,5,5,5,2,0,0,Não,Sem resposta,Não,Sem resposta,Não,,,,,,,É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",,,
2024,2024-09-25T21:47:00Z,246,AN136,23/09/2024,segunda-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Masculino,36,de 35 a 44 anos,Ensino Médio,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Branca,,,,mais de 20 até 30 minutos,30,Privada,Mais de 5 anos,Mais de 5 anos,Não,Não,Não,7,6,5,5,5,0,Não,Sem resposta,Sim,NA,Sim,,,,,,,É mais saudável,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",,,
2024,2024-09-25T22:10:17Z,247,AN136,26/03/2024,segunda-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Masculino,47,de 45 a 54 anos,Ensino Superior,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Parda,,,,mais de 30 minutos até 1 hora,40,Privada,Mais de 5 anos,Mais de 5 anos,Não,Sim,Não,5,4,0,3,3,0,Não,Sem resposta,Sim,Transporte coletivo,Não,,,,,,,É mais saudável,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",,,
2024,2024-09-25T21:44:22Z,248,AN136,23/09/2024,segunda-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Feminino,17,de 15 a 24 anos,Ensino Fundamental,,Não sabe/Não respondeu,Não sabe/Não respondeu,Parda,,,,até 10 minutos,10,Privada,Mais de 5 anos,Mais de 5 anos,Sim,Não,Não,7,5,0,2,5,0,Não,Sem resposta,Sim,A pé,Não,,,,,,,É mais rápido e prático,Mais segurança pública,,,
2024,2024-09-25T21:39:44Z,249,AN136,23/09/2024,segunda-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Feminino,53,de 45 a 54 anos,Ensino Médio,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Parda,,,,mais de 10 até 20 minutos,15,Privada,Mais de 5 anos,Mais de 5 anos,Não,Sim,Não,7,0,0,3,7,0,Não,Sem resposta,Não,Sem resposta,Não,,,,,,,É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",,,
2024,2024-09-25T23:11:31Z,250,AN136,23/09/2024,segunda-feira,,Área 3 - Área Periférica,,Avenida General San Martin x Avenida Abdias de Carvalho,Masculino,26,de 25 a 34 anos,Ensino Superior,,de 2 a 5 salários mínimos,de 2 a 5 salários mínimos,Preta,,,,mais de 10 até 20 minutos,15,Privada,Entre 4 e 5 anos,Entre 2 e 5 anos,Não,Não,Não,7,6,0,4,0,0,Não,Sem resposta,Não,Sem resposta,Não,,,,,,,É mais saudável,Mais segurança/educação no trânsito,,,
2024,2024-09-26T12:58:25Z,251,AN136,24/09/2024,terça-feira,,Área 1 - Área Central,,Estrada de Belém x Rua Odorico Mendes,Feminino,53,de 45 a 54 anos,Ensino Médio,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Preta,,,,mais de 20 até 30 minutos,25,Privada,Mais de 5 anos,Mais de 5 anos,Sim,Não,Não,6,6,0,2,2,0,Não,Sem resposta,Sim,Transporte coletivo,Não,,,,,,,É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",,,
2024,2024-09-26T14:48:57Z,252,AN136,24/09/2024,terça-feira,,Área 1 - Área Central,,Estrada de Belém x Rua Odorico Mendes,Masculino,16,de 15 a 24 anos,Ensino Fundamental,,Não sabe/Não respondeu,Não sabe/Não respondeu,Parda,,,,mais de 10 até 20 minutos,15,Privada,Entre 2 e 3 anos,Entre 2 e 5 anos,Não,Não,Não,7,0,5,1,5,0,Não,Sem resposta,Sim,A pé,Não,,,,,,,É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",,,
2024,2024-09-26T14:46:04Z,253,AN136,24/09/2024,terça-feira,,Área 1 - Área Central,,Estrada de Belém x Rua Odorico Mendes,Masculino,40,de 35 a 44 anos,Ensino Fundamental,,de 2 a 5 salários mínimos,de 2 a 5 salários mínimos,Preta,,,,mais de 20 até 30 minutos,30,Privada,Mais de 5 anos,Mais de 5 anos,Não,Não,Não,6,6,0,2,0,0,Não,Sem resposta,Sim,Transporte coletivo,Sim,,,,,,,É mais rápido e prático,Mais segurança/educação no trânsito,,,
2024,2024-09-26T13:39:33Z,254,AN136,24/09/2024,terça-feira,,Área 1 - Área Central,,Estrada de Belém x Rua Odorico Mendes,Feminino,38,de 35 a 44 anos,Ensino Superior,,de 2 a 5 salários mínimos,de 2 a 5 salários mínimos,Branca,,,,mais de 10 até 20 minutos,15,Privada,Mais de 5 anos,Mais de 5 anos,Não,Sim,Sim,7,5,5,5,2,0,Não,Sem resposta,Sim,Transporte coletivo,Sim,,,,,,,É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",,,
2024,2024-09-26T13:37:50Z,255,AN136,24/09/2024,terça-feira,,Área 1 - Área Central,,Estrada de Belém x Rua Odorico Mendes,Feminino,27,de 25 a 34 anos,Ensino Médio,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Branca,,,,até 10 minutos,7,Privada,Entre 3 e 4 anos,Entre 2 e 5 anos,Não,Não,Sim,5,5,5,2,3,0,Não,Sem resposta,Sim,NA,Sim,,,,,,,É mais rápido e prático,Mais segurança pública,,,
2024,2024-09-26T13:34:06Z,256,AN136,24/09/2024,terça-feira,,Área 1 - Área Central,,Estrada de Belém x Rua Odorico Mendes,Feminino,30,de 25 a 34 anos,Ensino Médio,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Parda,,,,mais de 10 até 20 minutos,15,Privada,Mais de 5 anos,Mais de 5 anos,Não,Não,Sim,6,5,0,2,0,0,Não,Sem resposta,Sim,Transporte coletivo,Não,,,,,,,É mais rápido e prático,Mais segurança/educação no trânsito,,,
