_id	mes	equipamento	faixa	data	hora	minutos_intervalo	qtd_0a10km	qtd_11a20km	qtd_21a30km	qtd_31a40km	qtd_41a50km	qtd_51a60km	qtd_61a70km	qtd_71a80km	qtd_81a90km	qtd_91a100km	qtd_acimade100km
20688	8	FC005REC	4	2025-08-02T00:00:00	2	0-15	5	8	7	10	13	5	0	0	0	0	0
20689	8	FC005REC	4	2025-08-02T00:00:00	2	16-30	7	5	6	7	9	5	0	0	0	0	0
20690	8	FC005REC	4	2025-08-02T00:00:00	2	31-45	3	9	5	9	15	6	3	1	0	0	0
20691	8	FC005REC	4	2025-08-02T00:00:00	2	46-59	7	8	5	3	10	0	0	1	0	0	0
20692	8	FC005REC	4	2025-08-02T00:00:00	3	0-15	9	6	2	4	9	9	1	0	0	0	0
20693	8	FC005REC	4	2025-08-02T00:00:00	3	16-30	4	5	4	4	12	9	1	0	0	0	0
20694	8	FC005REC	4	2025-08-02T00:00:00	3	31-45	5	8	2	6	8	6	0	0	0	0	0
20695	8	FC005REC	4	2025-08-02T00:00:00	3	46-59	0	2	2	7	5	2	0	0	0	0	0
20696	8	FC005REC	4	2025-08-02T00:00:00	4	0-15	2	4	3	4	10	7	3	0	0	0	0
20697	8	FC005REC	4	2025-08-02T00:00:00	4	16-30	4	3	2	7	10	12	1	0	0	0	0
20698	8	FC005REC	4	2025-08-02T00:00:00	4	31-45	3	3	4	8	15	8	6	1	0	0	0
20699	8	FC005REC	4	2025-08-02T00:00:00	4	46-59	4	2	3	5	16	4	0	0	0	0	0
20700	8	FC005REC	4	2025-08-02T00:00:00	5	0-15	3	7	1	6	14	10	0	0	0	0	0
20701	8	FC005REC	4	2025-08-02T00:00:00	5	16-30	2	7	3	2	18	11	1	0	0	0	0
20702	8	FC005REC	4	2025-08-02T00:00:00	5	31-45	2	1	0	5	24	18	1	0	0	0	0
20703	8	FC005REC	4	2025-08-02T00:00:00	5	46-59	5	8	0	9	33	23	1	0	0	0	0
20704	8	FC005REC	4	2025-08-02T00:00:00	6	0-15	3	3	2	2	51	23	3	0	0	0	0
20705	8	FC005REC	4	2025-08-02T00:00:00	6	16-30	4	6	0	11	44	19	1	0	0	0	0
20706	8	FC005REC	4	2025-08-02T00:00:00	6	31-45	4	10	1	14	67	29	1	0	0	0	0
20707	8	FC005REC	4	2025-08-02T00:00:00	6	46-59	3	14	7	21	78	24	0	0	0	0	0
20708	8	FC005REC	4	2025-08-02T00:00:00	7	0-15	6	10	3	31	85	10	1	1	0	0	0
20709	8	FC005REC	4	2025-08-02T00:00:00	7	16-30	5	16	4	37	66	26	1	0	0	0	0
20710	8	FC005REC	4	2025-08-02T00:00:00	7	31-45	7	12	9	49	88	17	0	1	0	0	0
20711	8	FC005REC	4	2025-08-02T00:00:00	7	46-59	4	20	20	45	82	12	1	0	0	0	0
20712	8	FC005REC	4	2025-08-02T00:00:00	8	0-15	5	19	18	53	86	4	0	0	0	0	0
20713	8	FC005REC	4	2025-08-02T00:00:00	8	16-30	3	16	14	24	66	11	1	1	0	0	0
20714	8	FC005REC	4	2025-08-02T00:00:00	8	31-45	6	16	16	29	75	10	1	0	0	0	0
20715	8	FC005REC	4	2025-08-02T00:00:00	8	46-59	3	13	16	19	36	8	0	2	0	0	0
20716	8	FC005REC	4	2025-08-02T00:00:00	9	0-15	7	19	31	79	66	7	0	0	0	0	0
20717	8	FC005REC	4	2025-08-02T00:00:00	9	16-30	2	23	15	44	53	7	0	0	0	0	0
20718	8	FC005REC	4	2025-08-02T00:00:00	9	31-45	4	17	13	51	76	7	0	0	0	0	0
20719	8	FC005REC	4	2025-08-02T00:00:00	9	46-59	7	21	23	72	43	6	0	0	0	0	0
20720	8	FC005REC	4	2025-08-02T00:00:00	10	0-15	5	23	33	51	62	9	2	0	0	0	0
20721	8	FC005REC	4	2025-08-02T00:00:00	10	16-30	4	28	28	60	39	8	2	1	0	0	0
20722	8	FC005REC	4	2025-08-02T00:00:00	10	31-45	4	24	40	42	49	11	1	0	0	0	0
20723	8	FC005REC	4	2025-08-02T00:00:00	10	46-59	4	17	36	42	51	10	0	0	0	0	0
20724	8	FC005REC	4	2025-08-02T00:00:00	11	0-15	8	27	54	57	51	3	0	0	0	0	0
20725	8	FC005REC	4	2025-08-02T00:00:00	11	16-30	9	23	54	63	39	2	0	0	0	0	0
20726	8	FC005REC	4	2025-08-02T00:00:00	11	31-45	6	22	19	64	57	2	1	0	0	0	0
20727	8	FC005REC	4	2025-08-02T00:00:00	11	46-59	5	25	36	49	50	3	0	0	0	0	0
20728	8	FC005REC	4	2025-08-02T00:00:00	12	0-15	8	20	40	66	50	1	0	0	0	0	0
20729	8	FC005REC	4	2025-08-02T00:00:00	12	16-30	5	24	38	52	56	8	0	0	0	0	0
20730	8	FC005REC	4	2025-08-02T00:00:00	12	31-45	3	28	55	42	45	1	1	0	0	0	0
20731	8	FC005REC	4	2025-08-02T00:00:00	12	46-59	7	22	33	42	47	9	0	0	0	0	0
20732	8	FC005REC	4	2025-08-02T00:00:00	13	0-15	3	18	52	60	48	9	1	0	0	0	0
20733	8	FC005REC	4	2025-08-02T00:00:00	13	16-30	5	23	40	50	62	4	0	0	0	0	0
20734	8	FC005REC	4	2025-08-02T00:00:00	13	31-45	6	36	23	26	53	8	0	0	0	0	0
20735	8	FC005REC	4	2025-08-02T00:00:00	13	46-59	6	18	21	32	63	9	0	0	0	0	0
20736	8	FC005REC	4	2025-08-02T00:00:00	14	0-15	8	27	30	38	65	11	1	0	0	0	0
20737	8	FC005REC	4	2025-08-02T00:00:00	14	16-30	7	30	32	38	51	10	0	0	0	0	0
20738	8	FC005REC	4	2025-08-02T00:00:00	14	31-45	6	23	20	47	53	9	0	0	0	0	0
20739	8	FC005REC	4	2025-08-02T00:00:00	14	46-59	8	24	27	38	51	9	0	0	0	0	0
20740	8	FC005REC	4	2025-08-02T00:00:00	15	0-15	6	18	23	42	66	11	0	0	0	0	0
20741	8	FC005REC	4	2025-08-02T00:00:00	15	16-30	2	18	17	65	70	9	0	0	0	0	0
20742	8	FC005REC	4	2025-08-02T00:00:00	15	31-45	5	21	30	33	67	13	0	0	0	0	0
20743	8	FC005REC	4	2025-08-02T00:00:00	15	46-59	6	21	24	59	42	4	0	0	0	0	0
20744	8	FC005REC	4	2025-08-02T00:00:00	16	0-15	4	18	35	63	47	12	1	0	0	0	0
20745	8	FC005REC	4	2025-08-02T00:00:00	16	16-30	5	22	30	45	56	9	0	0	0	0	0
20746	8	FC005REC	4	2025-08-02T00:00:00	16	31-45	8	25	14	46	59	11	3	0	0	0	0
20747	8	FC005REC	4	2025-08-02T00:00:00	16	46-59	4	22	14	43	63	10	0	0	0	0	0
20748	8	FC005REC	4	2025-08-02T00:00:00	17	0-15	4	24	36	61	50	12	0	0	0	0	0
20749	8	FC005REC	4	2025-08-02T00:00:00	17	16-30	5	27	24	51	62	3	0	0	0	0	0
20750	8	FC005REC	4	2025-08-02T00:00:00	17	31-45	7	26	18	61	44	8	0	0	0	0	0
20751	8	FC005REC	4	2025-08-02T00:00:00	17	46-59	4	21	17	55	45	6	0	0	0	0	0
20752	8	FC005REC	4	2025-08-02T00:00:00	18	0-15	4	17	15	56	64	7	0	0	0	0	0
20753	8	FC005REC	4	2025-08-02T00:00:00	18	16-30	2	27	19	50	41	8	0	0	0	0	0
20754	8	FC005REC	4	2025-08-02T00:00:00	18	31-45	2	20	24	69	48	3	0	0	0	0	0
20755	8	FC005REC	4	2025-08-02T00:00:00	18	46-59	5	22	22	63	33	2	0	0	0	0	0
20756	8	FC005REC	4	2025-08-02T00:00:00	19	0-15	10	33	22	49	28	8	0	0	0	0	0
20757	8	FC005REC	4	2025-08-02T00:00:00	19	16-30	7	25	29	54	27	4	0	0	0	0	0
20758	8	FC005REC	4	2025-08-02T00:00:00	19	31-45	4	29	18	51	25	3	0	0	0	0	0
20759	8	FC005REC	4	2025-08-02T00:00:00	19	46-59	6	22	29	31	31	8	0	0	0	0	0
20760	8	FC005REC	4	2025-08-02T00:00:00	20	0-15	6	23	13	48	44	2	0	1	0	0	0
20761	8	FC005REC	4	2025-08-02T00:00:00	20	16-30	7	16	16	60	40	3	0	0	0	0	0
20762	8	FC005REC	4	2025-08-02T00:00:00	20	31-45	6	31	20	43	36	1	0	0	0	0	0
20763	8	FC005REC	4	2025-08-02T00:00:00	20	46-59	5	24	26	36	33	1	0	0	0	0	0
20764	8	FC005REC	4	2025-08-02T00:00:00	21	0-15	2	24	16	45	41	1	0	0	0	0	0
20765	8	FC005REC	4	2025-08-02T00:00:00	21	16-30	8	23	20	44	47	2	0	1	0	0	0
20766	8	FC005REC	4	2025-08-02T00:00:00	21	31-45	5	21	13	25	48	6	0	0	0	0	0
20767	8	FC005REC	4	2025-08-02T00:00:00	21	46-59	5	24	14	33	33	5	0	0	0	0	0
20768	8	FC005REC	4	2025-08-02T00:00:00	22	0-15	10	25	18	30	35	4	0	0	0	0	0
20769	8	FC005REC	4	2025-08-02T00:00:00	22	16-30	8	22	15	34	30	7	0	0	0	0	0
20770	8	FC005REC	4	2025-08-02T00:00:00	22	31-45	2	18	9	49	25	2	0	0	0	0	0
20771	8	FC005REC	4	2025-08-02T00:00:00	22	46-59	7	19	7	38	28	1	0	0	0	0	0
20772	8	FC005REC	4	2025-08-02T00:00:00	23	0-15	9	17	4	41	51	4	0	0	0	0	0
20773	8	FC005REC	4	2025-08-02T00:00:00	23	16-30	4	15	7	38	42	10	1	0	0	0	0
20774	8	FC005REC	4	2025-08-02T00:00:00	23	31-45	7	16	6	25	34	10	0	0	0	0	0
20775	8	FC005REC	4	2025-08-02T00:00:00	23	46-59	5	11	3	15	23	10	0	0	0	0	0
20776	8	FC005REC	4	2025-08-03T00:00:00	0	0-15	8	13	9	11	26	12	1	0	0	0	0
20777	8	FC005REC	4	2025-08-03T00:00:00	0	16-30	9	14	7	20	25	8	1	0	0	0	0
20778	8	FC005REC	4	2025-08-03T00:00:00	0	31-45	10	13	4	5	22	5	0	0	0	0	0
20779	8	FC005REC	4	2025-08-03T00:00:00	0	46-59	9	12	5	4	16	1	0	0	0	0	0
20780	8	FC005REC	4	2025-08-03T00:00:00	1	0-15	7	12	3	11	20	7	2	0	0	0	0
20781	8	FC005REC	4	2025-08-03T00:00:00	1	16-30	7	4	0	10	14	12	3	0	0	0	0
20782	8	FC005REC	4	2025-08-03T00:00:00	1	31-45	6	8	2	8	21	13	0	0	0	0	0
20783	8	FC005REC	4	2025-08-03T00:00:00	1	46-59	5	6	2	7	16	12	0	0	0	0	0
20784	8	FC005REC	4	2025-08-03T00:00:00	2	0-15	5	4	5	9	10	8	3	0	0	0	0
20785	8	FC005REC	4	2025-08-03T00:00:00	2	16-30	4	12	7	8	13	6	1	0	0	0	0
20786	8	FC005REC	4	2025-08-03T00:00:00	2	31-45	7	9	7	5	11	8	1	0	0	0	0
20787	8	FC005REC	4	2025-08-03T00:00:00	2	46-59	8	6	2	8	12	6	1	0	0	0	0
20788	8	FC005REC	4	2025-08-03T00:00:00	3	0-15	8	4	4	6	18	4	0	0	0	0	0
20789	8	FC005REC	4	2025-08-03T00:00:00	3	16-30	2	6	6	8	4	6	2	0	0	0	0
20790	8	FC005REC	4	2025-08-03T00:00:00	3	31-45	3	7	3	7	11	6	0	0	0	0	0
20791	8	FC005REC	4	2025-08-03T00:00:00	3	46-59	3	2	4	4	14	5	2	0	0	0	0
20792	8	FC005REC	4	2025-08-03T00:00:00	4	0-15	4	9	3	6	7	3	1	0	0	1	0
20793	8	FC005REC	4	2025-08-03T00:00:00	4	16-30	7	2	5	5	16	3	0	0	0	0	0
20794	8	FC005REC	4	2025-08-03T00:00:00	4	31-45	5	4	2	3	8	8	2	0	0	0	0
20795	8	FC005REC	4	2025-08-03T00:00:00	4	46-59	3	4	2	3	10	7	0	0	0	0	0
20796	8	FC005REC	4	2025-08-03T00:00:00	5	0-15	9	8	1	1	8	5	0	0	0	0	0
20797	8	FC005REC	4	2025-08-03T00:00:00	5	16-30	3	2	1	2	6	3	1	0	0	0	0
20798	8	FC005REC	4	2025-08-03T00:00:00	5	31-45	4	3	1	6	7	5	1	0	0	0	0
20799	8	FC005REC	4	2025-08-03T00:00:00	5	46-59	6	3	4	5	8	4	1	1	0	0	0
20800	8	FC005REC	4	2025-08-03T00:00:00	6	0-15	3	6	1	5	14	8	2	0	0	0	0
20801	8	FC005REC	4	2025-08-03T00:00:00	6	16-30	7	3	1	2	23	12	1	0	0	0	0
20802	8	FC005REC	4	2025-08-03T00:00:00	6	31-45	8	6	1	5	27	9	1	0	0	0	0
20803	8	FC005REC	4	2025-08-03T00:00:00	6	46-59	5	8	0	5	24	21	1	0	0	0	0
20804	8	FC005REC	4	2025-08-03T00:00:00	7	0-15	7	14	4	6	29	11	1	0	0	0	0
20805	8	FC005REC	4	2025-08-03T00:00:00	7	16-30	5	8	7	5	28	8	1	0	0	0	0
20806	8	FC005REC	4	2025-08-03T00:00:00	7	31-45	4	9	2	11	33	8	0	0	0	0	0
20807	8	FC005REC	4	2025-08-03T00:00:00	7	46-59	2	17	1	12	24	9	0	2	0	0	0
20808	8	FC005REC	4	2025-08-03T00:00:00	8	0-15	8	7	4	18	53	12	2	0	0	0	0
20809	8	FC005REC	4	2025-08-03T00:00:00	8	16-30	5	17	5	11	39	12	0	0	0	0	0
20810	8	FC005REC	4	2025-08-03T00:00:00	8	31-45	4	12	6	9	30	16	0	0	0	0	0
20811	8	FC005REC	4	2025-08-03T00:00:00	8	46-59	7	15	5	7	33	10	1	0	0	0	0
20812	8	FC005REC	4	2025-08-03T00:00:00	9	0-15	5	15	6	21	44	17	1	0	0	0	0
20813	8	FC005REC	4	2025-08-03T00:00:00	9	16-30	7	19	8	17	44	13	1	0	0	0	0
20814	8	FC005REC	4	2025-08-03T00:00:00	9	31-45	6	17	14	17	37	14	0	0	0	0	0
20815	8	FC005REC	4	2025-08-03T00:00:00	9	46-59	4	21	15	12	36	10	0	0	0	0	0
20816	8	FC005REC	4	2025-08-03T00:00:00	10	0-15	6	15	9	20	47	13	1	0	0	0	0
20817	8	FC005REC	4	2025-08-03T00:00:00	10	16-30	4	15	13	15	51	12	2	0	0	0	0
20818	8	FC005REC	4	2025-08-03T00:00:00	10	31-45	4	25	5	19	60	8	0	0	0	0	0
20819	8	FC005REC	4	2025-08-03T00:00:00	10	46-59	8	14	11	14	48	19	1	0	0	0	0
20820	8	FC005REC	4	2025-08-03T00:00:00	11	0-15	5	21	28	21	61	6	0	0	0	0	0
20821	8	FC005REC	4	2025-08-03T00:00:00	11	16-30	5	23	33	27	40	9	0	0	0	0	0
20822	8	FC005REC	4	2025-08-03T00:00:00	11	31-45	6	24	22	26	43	10	1	0	0	0	0
20823	8	FC005REC	4	2025-08-03T00:00:00	11	46-59	9	17	21	33	43	11	1	0	0	0	0
20824	8	FC005REC	4	2025-08-03T00:00:00	12	0-15	6	15	13	31	65	7	1	0	0	0	0
20825	8	FC005REC	4	2025-08-03T00:00:00	12	16-30	6	24	40	32	47	7	2	0	0	0	0
20826	8	FC005REC	4	2025-08-03T00:00:00	12	31-45	8	26	40	21	40	10	0	0	0	0	0
20827	8	FC005REC	4	2025-08-03T00:00:00	12	46-59	5	22	34	12	46	12	1	0	0	0	0
20828	8	FC005REC	4	2025-08-03T00:00:00	13	0-15	7	25	30	40	60	11	0	0	0	0	0
20829	8	FC005REC	4	2025-08-03T00:00:00	13	16-30	6	30	42	41	39	8	0	0	0	0	0
20830	8	FC005REC	4	2025-08-03T00:00:00	13	31-45	8	22	18	43	60	12	0	0	0	0	0
20831	8	FC005REC	4	2025-08-03T00:00:00	13	46-59	10	16	14	30	53	12	1	0	0	0	0
20832	8	FC005REC	4	2025-08-03T00:00:00	14	0-15	6	24	33	50	42	8	0	0	0	0	0
20833	8	FC005REC	4	2025-08-03T00:00:00	14	16-30	6	30	36	37	41	5	1	0	0	0	0
20834	8	FC005REC	4	2025-08-03T00:00:00	14	31-45	5	15	41	21	55	7	0	0	0	0	0
20835	8	FC005REC	4	2025-08-03T00:00:00	14	46-59	10	22	18	35	53	6	2	0	0	0	0
20836	8	FC005REC	4	2025-08-03T00:00:00	15	0-15	7	23	27	34	64	9	0	0	0	0	0
20837	8	FC005REC	4	2025-08-03T00:00:00	15	16-30	9	20	33	35	50	10	0	0	0	0	0
20838	8	FC005REC	4	2025-08-03T00:00:00	15	31-45	4	23	20	42	56	7	0	0	0	0	0
20839	8	FC005REC	4	2025-08-03T00:00:00	15	46-59	8	23	43	44	24	4	0	0	0	0	0
20840	8	FC005REC	4	2025-08-03T00:00:00	16	0-15	10	30	29	57	47	5	0	0	0	0	0
20841	8	FC005REC	4	2025-08-03T00:00:00	16	16-30	6	34	42	54	27	4	0	0	0	0	0
20842	8	FC005REC	4	2025-08-03T00:00:00	16	31-45	7	27	12	40	59	6	0	0	0	0	0
20843	8	FC005REC	4	2025-08-03T00:00:00	16	46-59	6	24	26	29	51	3	0	0	0	0	0
20844	8	FC005REC	4	2025-08-03T00:00:00	17	0-15	6	25	33	52	44	5	0	0	0	0	0
20845	8	FC005REC	4	2025-08-03T00:00:00	17	16-30	4	24	24	45	45	3	0	0	0	0	0
20846	8	FC005REC	4	2025-08-03T00:00:00	17	31-45	3	41	25	37	27	8	0	0	0	0	0
20847	8	FC005REC	4	2025-08-03T00:00:00	17	46-59	5	36	25	37	40	1	0	0	0	0	0
20848	8	FC005REC	4	2025-08-03T00:00:00	18	0-15	6	25	28	50	32	6	0	0	0	0	0
20849	8	FC005REC	4	2025-08-03T00:00:00	18	16-30	5	21	19	48	36	4	0	0	0	0	0
20850	8	FC005REC	4	2025-08-03T00:00:00	18	31-45	6	24	25	42	39	6	0	0	0	0	0
20851	8	FC005REC	4	2025-08-03T00:00:00	18	46-59	4	15	11	48	50	4	0	0	0	0	0
20852	8	FC005REC	4	2025-08-03T00:00:00	19	0-15	6	26	16	54	34	8	1	1	0	0	0
20853	8	FC005REC	4	2025-08-03T00:00:00	19	16-30	10	22	17	48	31	6	0	0	0	0	0
20854	8	FC005REC	4	2025-08-03T00:00:00	19	31-45	8	16	19	36	31	7	0	0	0	0	0
20855	8	FC005REC	4	2025-08-03T00:00:00	19	46-59	7	22	18	33	38	1	0	0	0	0	0
20856	8	FC005REC	4	2025-08-03T00:00:00	20	0-15	4	30	23	51	26	8	0	1	0	0	0
20857	8	FC005REC	4	2025-08-03T00:00:00	20	16-30	6	19	12	27	38	7	0	0	0	0	0
20858	8	FC005REC	4	2025-08-03T00:00:00	20	31-45	5	18	7	44	40	3	1	0	0	0	0
20859	8	FC005REC	4	2025-08-03T00:00:00	20	46-59	8	15	16	19	39	9	0	0	0	0	0
20860	8	FC005REC	4	2025-08-03T00:00:00	21	0-15	8	18	3	36	48	11	0	0	0	0	0
20861	8	FC005REC	4	2025-08-03T00:00:00	21	16-30	8	11	17	33	48	5	0	0	0	0	0
20862	8	FC005REC	4	2025-08-03T00:00:00	21	31-45	5	19	10	32	29	13	1	0	0	0	0
20863	8	FC005REC	4	2025-08-03T00:00:00	21	46-59	7	21	6	36	39	1	0	0	0	0	0
20864	8	FC005REC	4	2025-08-03T00:00:00	22	0-15	6	19	9	18	32	13	1	0	0	0	0
20865	8	FC005REC	4	2025-08-03T00:00:00	22	16-30	6	14	5	24	43	6	1	0	0	0	0
20866	8	FC005REC	4	2025-08-03T00:00:00	22	31-45	6	12	6	11	34	10	1	0	0	0	0
20867	8	FC005REC	4	2025-08-03T00:00:00	22	46-59	6	7	5	19	18	11	0	0	0	0	0
20868	8	FC005REC	4	2025-08-03T00:00:00	23	0-15	3	5	5	16	38	11	1	0	0	0	0
20869	8	FC005REC	4	2025-08-03T00:00:00	23	16-30	2	18	9	14	21	7	2	0	0	0	0
20870	8	FC005REC	4	2025-08-03T00:00:00	23	31-45	5	3	3	7	29	4	1	1	0	0	0
20871	8	FC005REC	4	2025-08-03T00:00:00	23	46-59	6	6	3	7	19	11	1	0	0	0	0
20872	8	FC005REC	4	2025-08-04T00:00:00	0	0-15	9	7	5	9	18	4	0	0	0	0	0
20873	8	FC005REC	4	2025-08-04T00:00:00	0	16-30	1	5	5	4	8	12	2	0	0	0	0
20874	8	FC005REC	4	2025-08-04T00:00:00	0	31-45	7	6	4	6	6	4	0	0	0	0	0
20875	8	FC005REC	4	2025-08-04T00:00:00	0	46-59	2	11	2	6	13	3	0	0	0	0	0
20876	8	FC005REC	4	2025-08-04T00:00:00	1	0-15	1	1	3	5	8	4	1	0	0	0	0
20877	8	FC005REC	4	2025-08-04T00:00:00	1	16-30	3	4	3	7	9	3	0	0	0	0	0
20878	8	FC005REC	4	2025-08-04T00:00:00	1	31-45	4	6	7	6	9	2	0	0	0	0	0
20879	8	FC005REC	4	2025-08-04T00:00:00	1	46-59	3	3	3	4	9	7	0	0	0	0	0
20880	8	FC005REC	4	2025-08-04T00:00:00	2	0-15	0	3	4	0	4	2	1	0	0	0	0
20881	8	FC005REC	4	2025-08-04T00:00:00	2	16-30	2	1	7	7	3	6	1	1	0	0	0
20882	8	FC005REC	4	2025-08-04T00:00:00	2	31-45	4	2	1	3	10	3	0	0	0	0	0
20883	8	FC005REC	4	2025-08-04T00:00:00	2	46-59	1	3	2	2	9	7	0	0	0	0	0
20884	8	FC005REC	4	2025-08-04T00:00:00	3	0-15	1	3	3	2	6	3	0	0	0	0	0
20885	8	FC005REC	4	2025-08-04T00:00:00	3	16-30	1	2	2	6	8	4	0	0	0	0	0
20886	8	FC005REC	4	2025-08-04T00:00:00	3	31-45	1	4	0	3	5	2	0	0	0	0	0
20887	8	FC005REC	4	2025-08-04T00:00:00	3	46-59	2	1	2	3	3	3	0	0	0	0	0
20888	8	FC005REC	4	2025-08-04T00:00:00	4	0-15	2	2	4	2	5	2	0	0	0	0	0
20889	8	FC005REC	4	2025-08-04T00:00:00	4	16-30	0	1	1	4	1	2	0	0	0	0	0
20890	8	FC005REC	4	2025-08-04T00:00:00	4	31-45	2	4	2	2	1	3	1	0	0	0	0
20891	8	FC005REC	4	2025-08-04T00:00:00	4	46-59	3	1	2	3	7	2	0	0	0	0	0
20892	8	FC005REC	4	2025-08-04T00:00:00	5	0-15	4	4	2	4	15	4	1	0	0	0	0
20893	8	FC005REC	4	2025-08-04T00:00:00	5	16-30	2	5	2	8	19	5	0	0	0	0	0
20894	8	FC005REC	4	2025-08-04T00:00:00	5	31-45	3	3	1	10	18	13	0	0	0	0	0
20895	8	FC005REC	4	2025-08-04T00:00:00	5	46-59	1	15	2	9	24	9	2	1	0	0	0
20896	8	FC005REC	4	2025-08-04T00:00:00	6	0-15	6	12	6	23	50	6	0	0	0	0	0
20897	8	FC005REC	4	2025-08-04T00:00:00	6	16-30	2	15	8	23	41	7	0	0	0	0	0
20898	8	FC005REC	4	2025-08-04T00:00:00	6	31-45	7	12	6	35	54	9	0	0	0	0	0
20899	8	FC005REC	4	2025-08-04T00:00:00	6	46-59	3	13	10	38	69	9	0	0	0	0	0
20900	8	FC005REC	4	2025-08-04T00:00:00	7	0-15	5	26	50	75	58	6	2	0	0	0	0
20901	8	FC005REC	4	2025-08-04T00:00:00	7	16-30	4	16	43	64	41	8	0	0	0	0	0
20902	8	FC005REC	4	2025-08-04T00:00:00	7	31-45	6	17	12	39	71	10	0	0	0	0	0
20903	8	FC005REC	4	2025-08-04T00:00:00	7	46-59	8	26	37	46	66	6	0	0	0	0	0
20904	8	FC005REC	4	2025-08-04T00:00:00	8	0-15	3	22	31	68	51	7	0	0	0	0	0
20905	8	FC005REC	4	2025-08-04T00:00:00	8	16-30	6	20	35	53	59	8	0	0	0	0	0
20906	8	FC005REC	4	2025-08-04T00:00:00	8	31-45	6	31	25	63	28	4	1	0	0	0	0
20907	8	FC005REC	4	2025-08-04T00:00:00	8	46-59	5	12	23	32	84	9	0	0	0	0	0
20908	8	FC005REC	4	2025-08-04T00:00:00	9	0-15	4	23	43	63	51	14	0	0	0	0	0
20909	8	FC005REC	4	2025-08-04T00:00:00	9	16-30	5	18	29	73	49	7	0	0	0	0	0
20910	8	FC005REC	4	2025-08-04T00:00:00	9	31-45	4	26	33	58	37	5	0	0	0	0	0
20911	8	FC005REC	4	2025-08-04T00:00:00	9	46-59	5	16	20	65	60	5	0	0	0	0	0
20912	8	FC005REC	4	2025-08-04T00:00:00	10	0-15	5	25	51	69	41	1	0	0	0	0	0
20913	8	FC005REC	4	2025-08-04T00:00:00	10	16-30	5	19	42	51	30	3	0	0	0	0	0
20914	8	FC005REC	4	2025-08-04T00:00:00	10	31-45	2	22	25	66	43	5	0	0	0	0	0
20915	8	FC005REC	4	2025-08-04T00:00:00	10	46-59	1	21	42	60	34	2	0	0	0	0	0
20916	8	FC005REC	4	2025-08-04T00:00:00	11	0-15	3	30	43	60	47	5	0	0	0	0	0
20917	8	FC005REC	4	2025-08-04T00:00:00	11	16-30	3	24	31	60	42	9	0	0	0	0	0
20918	8	FC005REC	4	2025-08-04T00:00:00	11	31-45	5	24	31	57	39	6	0	0	0	0	0
20919	8	FC005REC	4	2025-08-04T00:00:00	11	46-59	2	16	27	56	49	12	0	0	0	0	0
20920	8	FC005REC	4	2025-08-04T00:00:00	12	0-15	2	23	31	55	54	7	0	0	0	0	0
20921	8	FC005REC	4	2025-08-04T00:00:00	12	16-30	6	24	28	39	49	9	1	0	0	0	0
20922	8	FC005REC	4	2025-08-04T00:00:00	12	31-45	4	22	24	50	53	9	0	0	0	0	0
20923	8	FC005REC	4	2025-08-04T00:00:00	12	46-59	4	25	20	52	67	10	0	0	0	0	0
20924	8	FC005REC	4	2025-08-04T00:00:00	13	0-15	9	25	25	61	53	6	0	0	0	0	0
20925	8	FC005REC	4	2025-08-04T00:00:00	13	16-30	5	19	37	71	40	4	0	0	0	0	0
20926	8	FC005REC	4	2025-08-04T00:00:00	13	31-45	4	22	24	51	43	7	0	0	0	0	0
20927	8	FC005REC	4	2025-08-04T00:00:00	13	46-59	3	25	43	45	36	1	0	0	0	0	0
20928	8	FC005REC	4	2025-08-04T00:00:00	14	0-15	6	19	39	65	33	5	0	0	0	0	0
20929	8	FC005REC	4	2025-08-04T00:00:00	14	16-30	7	28	32	58	45	5	0	0	0	0	0
20930	8	FC005REC	4	2025-08-04T00:00:00	14	31-45	6	25	20	67	42	3	0	0	0	0	0
20931	8	FC005REC	4	2025-08-04T00:00:00	14	46-59	4	21	53	65	19	2	0	0	0	0	0
20932	8	FC005REC	4	2025-08-04T00:00:00	15	0-15	2	25	42	60	46	1	0	0	0	0	0
20933	8	FC005REC	4	2025-08-04T00:00:00	15	16-30	1	27	44	67	35	4	1	0	0	0	0
20934	8	FC005REC	4	2025-08-04T00:00:00	15	31-45	2	18	25	55	34	6	1	0	0	0	0
20935	8	FC005REC	4	2025-08-04T00:00:00	15	46-59	6	21	17	52	51	11	0	0	0	0	0
20936	8	FC005REC	4	2025-08-04T00:00:00	16	0-15	3	31	22	43	56	5	0	0	0	0	0
20937	8	FC005REC	4	2025-08-04T00:00:00	16	16-30	4	21	21	52	65	9	0	0	0	0	0
20938	8	FC005REC	4	2025-08-04T00:00:00	16	31-45	5	29	81	42	19	1	0	0	0	0	0
20939	8	FC005REC	4	2025-08-04T00:00:00	16	46-59	5	26	52	62	26	0	0	0	0	0	0
20940	8	FC005REC	4	2025-08-04T00:00:00	17	0-15	11	115	47	2	0	0	0	0	0	0	0
20941	8	FC005REC	4	2025-08-04T00:00:00	17	16-30	12	87	55	6	1	0	0	0	0	0	0
20942	8	FC005REC	4	2025-08-04T00:00:00	17	31-45	7	37	82	40	5	0	0	0	0	0	0
20943	8	FC005REC	4	2025-08-04T00:00:00	17	46-59	6	37	95	18	6	1	0	0	0	0	0
